f_corona,g_feedback,d_ratio,theta,kTe_keV,tau_T,fixed_xi,effective_albedo,eta,p_sc,A_model,A_required,l_s_over_l_c,l_h_over_l_c,intrinsic_seed_over_l_c,reprocessed_seed_over_l_c,returning_reflection_over_l_c,downward_flux_model,reflected_flux_model_hemisphere,energy_log_residual,last_scatter_order,last_difmax,converged,max_scatter,hemisphere_mu_order,exact_angles,root_method,root_iterations
0.5,1.0,1.0,0.16629769882268813,84.97812409839364,0.18930721042974263,100.0,0.004385932222325559,0.5645975304542902,0.2833551931653586,0.8218660033807794,0.8219156551231311,1.8587922049618655,1.527770412879001,1.0,0.8587922049618655,0.003783197250749739,3.685796003975435e-12,1.6165651458754647e-14,-6.041160285486033e-05,16,0.0014953346085006692,True,2000,8,True,continuation,9
0.5,1.0,1.0,0.25512185709152213,130.3672689737678,0.1062405572390034,100.0,0.012814596220573139,0.5763829277312671,0.1764422896738973,0.7500773279965887,0.7504287170395035,1.7451749577006066,1.309629404516736,1.0,0.7451749577006066,0.009673072717705582,3.4340645295804272e-12,4.4006150341965616e-14,-0.0004683607247045483,12,0.001406957609213938,True,2000,8,True,continuation,8
0.5,1.0,1.0,0.39138943248532293,200.00000000000003,0.05634172212438187,100.0,0.027915936238507123,0.5878260443362288,0.10094871025280316,0.7015952032869776,0.7013485228393057,1.668786021982948,1.1704006114526218,1.0,0.668786021982948,0.01920593973595019,3.275870610216165e-12,9.144899508039388e-14,0.00035166121865073306,9,0.0017270250482457085,True,2000,8,True,continuation,9
0.5,0.5,1.0,0.019569471624266144,10.0,2.287838260343653,100.0,8.044910179673839e-05,0.61412009785396,0.9577735755597114,1.4974565303845049,1.4979005892573056,1.8515378654154189,2.7734196596379697,1.0,0.8515378654154189,6.851096806442634e-05,7.304640368618412e-12,5.876517566035472e-16,-0.00029649811913375307,96,0.0027823386206003984,True,2000,8,True,global,8
0.5,0.5,1.0,0.030022062713001774,15.341274046343907,1.5686857134871965,100.0,0.0001627326412053813,0.5863525043075191,0.8960676892512678,1.4665776166009683,1.4663123676518603,1.7538259948287591,2.5716567469267373,1.0,0.7538259948287591,0.00012269206115092412,6.830541608578491e-12,1.1115520768272317e-15,0.0001808788950525887,65,0.0028640002651169802,True,2000,8,True,continuation,7
0.5,0.5,1.0,0.04605766915166835,23.535468936502525,1.0245426642870987,100.0,0.0003472030973010666,0.5651782805449626,0.7877634311468065,1.3940217543197861,1.3940613594463522,1.6496473146345805,2.2997095780465076,1.0,0.6496473146345804,0.00022563790197288033,6.258155058623026e-12,2.1728508197442525e-15,-2.8410291194813848e-05,45,0.0025196120113521988,True,2000,8,True,continuation,10
0.5,0.5,1.0,0.07065833243915841,36.106407876409946,0.6476515665850817,100.0,0.0008580723846777871,0.5544030899179873,0.6423196107703085,1.2866435578571926,1.286266905315134,1.5533961838855845,1.9980821021748498,1.0,0.5533961838855845,0.0004752617921976679,5.665982077758384e-12,4.8618227530037394e-15,0.00029278325082848186,32,0.001961891361487169,True,2000,8,True,continuation,7
0.5,0.5,1.0,0.10839888416068011,55.39182980610754,0.39452908635915807,100.0,0.0023561202503850757,0.5535150955141936,0.48103808286473604,1.1610785102842516,1.160877567506162,1.4717237365520992,1.7084910713296806,1.0,0.47172373655209915,0.001114062713998366,5.104842660980355e-12,1.202762316856545e-14,0.00017308060261199068,23,0.0017446949273528434,True,2000,8,True,continuation,10
0.5,0.5,1.0,0.16629769882268813,84.97812409839364,0.22892863418743217,100.0,0.006560074774198702,0.5601526351438207,0.32796506599748865,1.0393109391186157,1.0393919949135653,1.4068642866070253,1.462283477429126,1.0,0.40686428660702545,0.002686684997571888,4.624270028892017e-12,3.033555716561762e-14,-7.798689621648284e-05,17,0.0012935740419304244,True,2000,8,True,continuation,9
0.5,0.5,1.0,0.25512185709152213,130.3672689737678,0.12570951327426935,100.0,0.016243423635450272,0.5703993301129058,0.20335143213797546,0.9402048397266622,0.9403938150236592,1.358406833526001,1.2774373845337246,1.0,0.35840683352600083,0.005917880673608602,4.259835158617869e-12,6.919430709861556e-14,-0.00020097355398577987,12,0.002720318118911387,True,2000,8,True,continuation,9
0.5,0.5,1.0,0.39138943248532293,200.00000000000003,0.06565825145455192,100.0,0.03219289014224725,0.5809141846562753,0.11585235377074532,0.8713694904418103,0.8717438892501379,1.3245959811909038,1.154708452328461,1.0,0.32459598119090377,0.010797278359144938,4.0207367123944216e-12,1.29439135273014e-13,-0.00042957482679776426,9,0.002863691914176344,True,2000,8,True,continuation,10
