model,d_ratio,theta,kTe_keV,tau_T,l_diss_local,eta,p_sc,A_model,A_required,l_s_over_l_diss,l_c_over_l_diss,intrinsic_seed_over_l_diss,reprocessed_seed_over_l_diss,pair_production_rate_unit_ldiss2,pair_annihilation_rate,energy_log_residual,root_method,max_scatter,last_scatter_order,last_difmax,exact_angles,max_tau_grid,max_frequency_grid,seed_bins
compPSc,0.0,0.02,10.22,2.9467161810344304,9.435165936385754e+21,0.6126760711515321,0.9809681398023956,2.04101037693725,2.040229835728054,1.228471556574158,2.506364322065881,0.0,1.228471556574158,4.1090933463271626e-10,3.658011717294649e+34,0.0003825019739294854,global,2000,113,0.0028606748460689264,True,60,100,1200
