theta,kTe_keV,tau_T,l_diss_local,eta,p_sc,A_model,A_required,l_s_over_l_diss,l_c_over_l_diss,pair_production_rate_unit_ldiss2,pair_annihilation_rate,energy_log_residual,root_method
0.20255494744245184,103.50557814309289,0.3067259309498771,138.15606203410854,0.543366926386052,0.40589147435468464,2.2994862354755736,2.300471264075242,0.5576912275642532,1.2829526432384109,1.7445074957668994e+28,3.329758462066301e+32,-0.000428277267701274,continuation
0.21938943647016307,112.10800203625334,0.2756588666946388,82.11775181243739,0.544056542006811,0.37618213109797105,2.297417785067283,2.297555315462692,0.5472472323886479,1.2573307876467852,3.8996335644506893e+28,2.6296497140583163e+32,-5.986124072592422e-05,continuation
0.2376230521269814,121.4253796368875,0.24716929409628627,50.0394166248317,0.5448283889811387,0.34731243081887286,2.2947089377117966,2.2943004169396786,0.5375881995968501,1.2333888304769043,8.236677557140623e+28,2.0624172892845908e+32,0.00017804312069363802,continuation
0.25737207684482727,131.51713126770673,0.22104232648401412,31.253212876609783,0.5456842807083613,0.31935965833231383,2.289734131096817,2.290701865879947,0.5286803001611478,1.2110489500331116,1.6432750232596673e+29,1.6050907593577049e+32,-0.0004225513895043769,continuation
0.2787624573731255,142.44761571766713,0.1974174581849169,19.887261614086807,0.5465584190415178,0.29277194293553166,2.2875278956399097,2.287038231324083,0.5205423440209869,1.1905002417990502,3.1419364208951282e+29,1.2426458285635952e+32,0.00021408120643853635,continuation
0.3019306079872643,154.28654068149206,0.17585472576553313,12.917311997495375,0.5474996831192054,0.2673342762911398,2.2823253901892664,2.283106344242105,0.513099823609419,1.1714614625121695,5.719734889657834e+29,9.54377514153543e+31,-0.00034211619223920546,continuation
0.327024280452292,167.1094073111212,0.156441408983692,8.545018039429161,0.5484515086834609,0.24340441166474958,2.2787775447734817,2.2791440632565347,0.5063576882202396,1.1540621189914626,9.983433931880375e+29,7.289637228244332e+31,-0.00016082702396518408,continuation
0.35420350628992986,180.99799171415418,0.13894274607480675,5.752234152511656,0.5494276421690182,0.22093730921327814,2.27499671618548,2.27509485155366,0.5002693412520395,1.138160202672656,1.6722350334058278e+30,5.533124346198632e+31,-4.313555748688337e-05,continuation
0.38364161735808244,196.04086646998013,0.12319881244848363,3.929435172391827,0.5504269992406283,0.19994138935745276,2.270566540176152,2.2709641818524635,0.49479538461643213,1.1236625958098307,2.7027801150636e+30,4.173217034746777e+31,-0.00017511350320679775,continuation
0.41552635125145193,212.33396548949196,0.10909537825359554,2.7282556883926854,0.5514456574392917,0.1804570014647977,2.2659121482624465,2.2667691424111207,0.48990840359716054,1.1105092518819368,4.2042314938099025e+30,3.1293688837829273e+31,-0.0003781400473267352,continuation
0.450061048572804,229.98119582070285,0.0965429970845605,1.9143644964601039,0.5524487176662245,0.16253745130700237,2.2634834173142706,2.26265345547461,0.48555907463634146,1.098651918062972,6.374120421076619e+30,2.33598218630355e+31,0.0003667418252210209,continuation
0.4874659497103171,249.09510030197205,0.08529462922921953,1.3637587154849855,0.5534989794758756,0.14598242402583794,2.2583813463155065,2.25836008077858,0.4817229377943215,1.0879038527100788,9.314431393942045e+30,1.7323331909221355e+31,9.416318055718579e-06,continuation
0.5279795993910421,269.79757528882254,0.07528257837395037,0.9806305711050611,0.5545607674376192,0.13082264883604866,2.2532305848091356,2.2540361190274942,0.4783526740161322,1.0782242048657467,1.3288881096713602e+31,1.2779070674706396e+31,-0.00035743801282015094,continuation
0.5718603679678215,292.2206480315568,0.06642393211169241,0.712290326246447,0.5556175934453502,0.11705214004873421,2.249811932741287,2.24974877460022,0.47541315315064936,1.0695601587295,1.850646197639313e+31,9.389392446234152e+30,2.807302542601585e-05,continuation
0.6193880991414692,316.50731866129075,0.05854995527587759,0.5213133918595975,0.5566957209150586,0.10451134055655154,2.2457143992455486,2.245391787717238,0.47286854940638817,1.061775157506867,2.5250998467439064e+31,6.86240457758904e+30,0.0001436668452872682,continuation
0.6708658946263434,342.8124721540615,0.05157546449448286,0.3851379687349156,0.557796169344198,0.0931510512749042,2.2415702416515866,2.2409619654965134,0.47069385868526376,1.0548070347064669,3.365709459475356e+31,4.99239907958953e+30,0.00027139845546972927,continuation
0.7266220471407692,371.3038660889331,0.045401930751269484,0.2876346658867321,0.5589340003326049,0.08288554499303258,2.2369422139849315,2.2364000029630735,0.46886873989735434,1.0485780512957357,4.369871975248661e+31,3.615356814949032e+30,0.00024241875457653344,continuation
0.7870121340497037,402.1632004993986,0.03994110627232063,0.21664918374583958,0.560103766134758,0.0736313826708942,2.2322928422040778,2.2317293251323305,0.46735739979284013,1.0430152144352758,5.552756056705763e+31,2.606289826105016e+30,0.0002524705539608193,continuation
0.852421285011566,435.58727664091026,0.03511401181695331,0.16492352746843728,0.5613288634357192,0.06530804853252947,2.2270982828298607,2.226858587582935,0.46615188927981727,1.0380543377607707,6.876775300281138e+31,1.8704670590852043e+30,0.00010763249583729435,continuation
0.9232666380908421,471.78925206442034,0.03085001687828525,0.12671730645959417,0.5626209258206981,0.05783842668369599,2.221386543810654,2.2217445932652047,0.465236037336792,1.0336356505451465,8.323235194712491e+31,1.3364848270666158e+30,-0.000161169879654411,continuation
1.0,511.0,0.027103811047047188,0.09797454309526048,0.5639621865560557,0.05118100862838093,2.2174702164104585,2.2164606595938054,0.46457944157626674,1.029722055509854,9.918446685747823e+31,9.520727977893228e+29,0.0004553777956090619,continuation
