kTe_keV,theta,tau_T,fixed_xi,eta,p_sc,A_model,effective_albedo_ireflect_xi100,downward_flux_model,last_scatter_order,last_difmax,converged,max_scatter,convergence_tolerance,tbb_keV,disk_temperature_K,hemisphere_mu_order,observer_mu,exact_angles
12.210553000675684,0.023895407046332064,0.09587315155141828,100.0,0.4998680959969452,0.1616009186846492,0.17836237360070722,3.406661321507946e-08,7.081902878618863e-13,24,0.002992096885653409,True,2000,0.0032,0.005,58022.590607750404,8,0.5,True
12.210553000675684,0.023895407046332064,0.1412176304882321,100.0,0.5023999808539693,0.22394810187365455,0.2488304377224636,4.811539923759413e-08,9.929889648914807e-13,27,0.002456148524306049,True,2000,0.0032,0.005,58022.590607750404,8,0.5,True
12.210553000675684,0.023895407046332064,0.20800838230519034,100.0,0.5063430475757156,0.30489260746097646,0.34195362887378306,7.550663256037359e-08,1.3753187776736662e-12,31,0.0016323315599653537,True,2000,0.0032,0.005,58022.590607750404,8,0.5,True
12.210553000675684,0.023895407046332064,0.30638870628004045,100.0,0.5125503424110774,0.4056179420175128,0.46111053666552837,1.3540676024109426e-07,1.8772965356331322e-12,35,0.0019360239683562685,True,2000,0.0032,0.005,58022.590607750404,8,0.5,True
12.210553000675684,0.023895407046332064,0.4512993096510154,100.0,0.5223212678114546,0.5236049256304987,0.6074377477104701,2.887726637357329e-07,2.5201755322870413e-12,40,0.0023324283260963497,True,2000,0.0032,0.005,58022.590607750404,8,0.5,True
12.210553000675684,0.023895407046332064,0.6647473053570288,100.0,0.5371364705378325,0.6509500091497078,0.7796069608474511,7.784242329165797e-07,3.3262252324698332e-12,47,0.0022854887050650532,True,2000,0.0032,0.005,58022.590607750404,8,0.5,True
12.210553000675684,0.023895407046332064,0.9791483623609764,100.0,0.5579389950585555,0.7743352326211059,0.9777242552347373,2.9000827919487492e-06,4.333057074758648e-12,56,0.0024325576124301306,True,2000,0.0032,0.005,58022.590607750404,8,0.5,True
12.210553000675684,0.023895407046332064,1.4422495703074076,100.0,0.5833988573059692,0.8776904870062632,1.2195376360570596,1.738936258558186e-05,5.651348455479865e-12,68,0.002647161316749909,True,2000,0.0032,0.005,58022.590607750404,8,0.5,True
12.210553000675684,0.023895407046332064,2.124380638329711,100.0,0.6044185835926494,0.9483495002704397,1.6139728572704828,0.00022892641034456102,7.748637429002643e-12,85,0.0026922401272390065,True,2000,0.0032,0.005,58022.590607750404,8,0.5,True
12.210553000675684,0.023895407046332064,3.1291346445318973,100.0,0.5877489349005074,0.9846813018482254,3.0073411307322813,0.005765702564613038,1.403995931650693e-11,110,0.0027553040903478348,True,2000,0.0032,0.005,58022.590607750404,8,0.5,True
12.210553000675684,0.023895407046332064,4.609100387635,100.0,0.5151638590105955,0.9972582034317853,28.6779985580081,0.0788371205228298,1.1735065847052163e-10,154,0.0028453348154613076,True,2000,0.0032,0.005,58022.590607750404,8,0.5,True
12.210553000675684,0.023895407046332064,6.789035563049437,100.0,0.5000349903990381,0.9997634168634835,56064.38185254944,0.22435399524689248,2.2267873124051377e-07,356,0.002983802255133713,True,2000,0.0032,0.005,58022.590607750404,8,0.5,True
12.210553000675684,0.023895407046332064,10.0,100.0,0.4999999999999894,0.9999928966603209,9.386820323436024e+64,0.23607140575052915,3.728033564533292e+53,1999,0.06772344824936585,False,2000,0.0032,0.005,58022.590607750404,8,0.5,True
14.909760458230988,0.02917761342119567,0.03,100.0,0.2529456443380496,0.056357182934714034,0.0630078826656115,4.2890158939416495e-08,2.529456443380496e-13,18,0.0009789287844830488,True,2000,0.0032,0.005,58022.590607750404,8,0.5,True
14.909760458230988,0.02917761342119567,0.04418889799794311,100.0,0.3644852191853489,0.08087011468005434,0.09070054085904694,4.987958076404003e-08,3.644852191853489e-13,19,0.0020135213305850696,True,2000,0.0032,0.005,58022.590607750404,8,0.5,True
14.909760458230988,0.02917761342119567,0.06508862354242069,100.0,0.5068092273208187,0.11497641811366666,0.12952784255076852,6.142587313438186e-08,5.214335243733493e-13,21,0.0016346177587669695,True,2000,0.0032,0.005,58022.590607750404,8,0.5,True
14.909760458230988,0.02917761342119567,0.09587315155141828,100.0,0.5082791665711724,0.1616001837651606,0.18318280006639961,8.13427710016894e-08,7.395683324071646e-13,23,0.0019808178376008005,True,2000,0.0032,0.005,58022.590607750404,8,0.5,True
14.909760458230988,0.02917761342119567,0.1412176304882321,100.0,0.5105933605966967,0.2239471312846134,0.2560478892723573,1.178591937611012e-07,1.038454966700225e-12,26,0.0014595347137812526,True,2000,0.0032,0.005,58022.590607750404,8,0.5,True
14.909760458230988,0.02917761342119567,0.20800838230519034,100.0,0.5141987174884861,0.30489136950020834,0.3528327341904299,1.9106556661706711e-07,1.4410901964546603e-12,29,0.0017453837668524625,True,2000,0.0032,0.005,58022.590607750404,8,0.5,True
14.909760458230988,0.02917761342119567,0.30638870628004045,100.0,0.519901444180313,0.40561644095791627,0.4776802663112956,3.5835754386807364e-07,1.9726481457627477e-12,33,0.0017313770127858055,True,2000,0.0032,0.005,58022.590607750404,8,0.5,True
14.909760458230988,0.02917761342119567,0.4512993096510154,100.0,0.5289224926814079,0.5236032299833675,0.633110013872667,8.178264998906886e-07,2.6598829355838077e-12,37,0.0028531194645381305,True,2000,0.0032,0.005,58022.590607750404,8,0.5,True
14.909760458230988,0.02917761342119567,0.6647473053570288,100.0,0.5425664562473465,0.6509482660151267,0.8205787110718351,2.4267049284043766e-06,3.5364253117569323e-12,44,0.002206420923165255,True,2000,0.0032,0.005,58022.590607750404,8,0.5,True
14.909760458230988,0.02917761342119567,0.9791483623609764,100.0,0.5613363146737016,0.7743336519554354,1.0468239321937935,1.0268952169640699e-05,4.667540407006278e-12,52,0.00256958463758688,True,2000,0.0032,0.005,58022.590607750404,8,0.5,True
14.909760458230988,0.02917761342119567,1.4422495703074076,100.0,0.5827265677910977,0.8776892824989129,1.3503159504686406,7.619984094715322e-05,6.250165556224652e-12,63,0.0027382794435566833,True,2000,0.0032,0.005,58022.590607750404,8,0.5,True
14.909760458230988,0.02917761342119567,2.124380638329711,100.0,0.5944027781219082,0.9483487838164274,1.9406787433634591,0.001134953161629839,9.162748876569948e-12,78,0.0029375368537961667,True,2000,0.0032,0.005,58022.590607750404,8,0.5,True
14.909760458230988,0.02917761342119567,3.1291346445318973,100.0,0.5628205013833358,0.984681001869772,4.61888078153569,0.019093066737206146,2.0648949682146207e-11,101,0.002708906276979134,True,2000,0.0032,0.005,58022.590607750404,8,0.5,True
14.909760458230988,0.02917761342119567,4.609100387635,100.0,0.5091108060926702,0.9972581272150389,56.08300427054509,0.12002009558817585,2.2679573839955015e-10,139,0.002823557622774571,True,2000,0.0032,0.005,58022.590607750404,8,0.5,True
14.909760458230988,0.02917761342119567,6.789035563049437,100.0,0.5000992269579672,0.9997634074742887,34357.004864636954,0.24453297854258244,1.3647804227921518e-07,287,0.00297899648138547,True,2000,0.0032,0.005,58022.590607750404,8,0.5,True
14.909760458230988,0.02917761342119567,10.0,100.0,0.4999999999999897,0.9999928962560628,4.8099641216622304e+60,0.25868006638719093,1.9103069060550463e+49,1999,0.06298657472747406,False,2000,0.0032,0.005,58022.590607750404,8,0.5,True
18.205642030260805,0.03562747951127359,0.03,100.0,0.26482369362401825,0.05635684712216171,0.06485871541201822,1.0340506206161875e-07,2.648236936240182e-13,17,0.0009265161686085184,True,2000,0.0032,0.005,58022.590607750404,8,0.5,True
18.205642030260805,0.03562747951127359,0.04418889799794311,100.0,0.3818849898891735,0.08086964363610005,0.09344744875631454,1.2178596264627692e-07,3.818849898891735e-13,18,0.0017330123423065107,True,2000,0.0032,0.005,58022.590607750404,8,0.5,True
18.205642030260805,0.03562747951127359,0.06508862354242069,100.0,0.5152761377182226,0.11497576779486096,0.1336173187350003,1.5254387267060502e-07,5.468825776035782e-13,20,0.0012372860874160525,True,2000,0.0032,0.005,58022.590607750404,8,0.5,True
18.205642030260805,0.03562747951127359,0.09587315155141828,100.0,0.5165803607445439,0.16159930322876015,0.18929691894789336,2.0654164910086068e-07,7.767347602351655e-13,22,0.0013569057805198786,True,2000,0.0032,0.005,58022.590607750404,8,0.5,True
18.205642030260805,0.03562747951127359,0.1412176304882321,100.0,0.5186336907711937,0.22394596838258662,0.26524310989572986,3.0813628237331253e-07,1.0926879181715589e-12,24,0.002082331524305437,True,2000,0.0032,0.005,58022.590607750404,8,0.5,True
18.205642030260805,0.03562747951127359,0.20800838230519034,100.0,0.5218411540857177,0.3048898862483326,0.36678121414712034,5.199488397358257e-07,1.5203259705392871e-12,27,0.0020194342248198187,True,2000,0.0032,0.005,58022.590607750404,8,0.5,True
18.205642030260805,0.03562747951127359,0.30638870628004045,100.0,0.5269516700398859,0.4056146424748053,0.49912501529429437,1.0314541877975132e-06,2.0891586731911155e-12,30,0.0029867177560571846,True,2000,0.0032,0.005,58022.590607750404,8,0.5,True
18.205642030260805,0.03562747951127359,0.4512993096510154,100.0,0.5350833283700495,0.5236011983541149,0.6668221991981514,2.532587086614074e-06,2.834149620687675e-12,35,0.0023352816966097567,True,2000,0.0032,0.005,58022.590607750404,8,0.5,True
18.205642030260805,0.03562747951127359,0.6647473053570288,100.0,0.5473047417406441,0.6509461774855942,0.875686776014525,8.228676378891514e-06,3.8068810465152224e-12,41,0.002261889341620373,True,2000,0.0032,0.005,58022.590607750404,8,0.5,True
18.205642030260805,0.03562747951127359,0.9791483623609764,100.0,0.5635208567799288,0.774331758083088,1.1438208308079008,4.0427514121610306e-05,5.11987432332184e-12,48,0.0028938234731358268,True,2000,0.0032,0.005,58022.590607750404,8,0.5,True
18.205642030260805,0.03562747951127359,1.4422495703074076,100.0,0.5796143260403954,0.8776878393155267,1.549940301197967,0.0003628817033016375,7.1358446463840505e-12,59,0.0023800061800403555,True,2000,0.0032,0.005,58022.590607750404,8,0.5,True
18.205642030260805,0.03562747951127359,2.124380638329711,100.0,0.5797188718711496,0.9483479253914253,2.5282003435252953,0.004881776908541664,1.164180254188792e-11,72,0.002887980958211586,True,2000,0.0032,0.005,58022.590607750404,8,0.5,True
18.205642030260805,0.03562747951127359,3.1291346445318973,100.0,0.5404071543051321,0.9846806424459242,8.0799098341226,0.04685369479324775,3.468317991561101e-11,92,0.0028024355042713094,True,2000,0.0032,0.005,58022.590607750404,8,0.5,True
18.205642030260805,0.03562747951127359,4.609100387635,100.0,0.5059900039487508,0.9972580358939175,106.8158169657152,0.1596361658777113,4.2930782872389435e-10,125,0.002803353519383472,True,2000,0.0032,0.005,58022.590607750404,8,0.5,True
18.205642030260805,0.03562747951127359,6.789035563049437,100.0,0.5002653808665177,0.9997633962242244,23994.4692843197,0.25707703982272384,9.534609331913445e-08,235,0.002984696980166672,True,2000,0.0032,0.005,58022.590607750404,8,0.5,True
18.205642030260805,0.03562747951127359,10.0,100.0,0.49999999999999023,0.9999928957716744,5.503792865635587e+55,0.2711759746768628,2.1858652694246616e+44,1999,0.05750690585086612,False,2000,0.0032,0.005,58022.590607750404,8,0.5,True
22.230095692182832,0.0435031226852893,0.03,100.0,0.2790312047279835,0.05635644636566162,0.06720520198851397,2.7024745981487965e-07,2.790312047279835e-13,16,0.0009597183480631666,True,2000,0.0032,0.005,58022.590607750404,8,0.5,True
22.230095692182832,0.0435031226852893,0.04418889799794311,100.0,0.4027532238890639,0.08086908149518202,0.09693701785156843,3.2300060063403876e-07,4.0275322388906394e-13,17,0.0016073255939776751,True,2000,0.0032,0.005,58022.590607750404,8,0.5,True
22.230095692182832,0.0435031226852893,0.06508862354242069,100.0,0.5237239999398158,0.11497499170820069,0.1388273151069419,4.12643656721638e-07,5.775222292476452e-13,19,0.0009949585010633566,True,2000,0.0032,0.005,58022.590607750404,8,0.5,True
22.230095692182832,0.0435031226852893,0.09587315155141828,100.0,0.5248196785900656,0.16159825240134684,0.197117745339699,5.734879429631825e-07,8.217262078152422e-13,20,0.002702942015441753,True,2000,0.0032,0.005,58022.590607750404,8,0.5,True
22.230095692182832,0.0435031226852893,0.1412176304882321,100.0,0.5265527262986424,0.22394458058080746,0.277072168823629,8.851394484246393e-07,1.158846929625719e-12,23,0.0013706630838046902,True,2000,0.0032,0.005,58022.590607750404,8,0.5,True
22.230095692182832,0.0435031226852893,0.20800838230519034,100.0,0.5292791332729422,0.3048881161411905,0.3848723267857567,1.558701364641628e-06,1.6180530717772847e-12,25,0.002541100927667736,True,2000,0.0032,0.005,58022.590607750404,8,0.5,True
22.230095692182832,0.0435031226852893,0.30638870628004045,100.0,0.5336759447917415,0.405612496169516,0.5272802093446127,3.2512669583257967e-06,2.2351691938135328e-12,29,0.001673271727158325,True,2000,0.0032,0.005,58022.590607750404,8,0.5,True
22.230095692182832,0.0435031226852893,0.4512993096510154,100.0,0.5407241469638359,0.5235987738091241,0.7119418573185667,8.473322780294321e-06,3.0578177399570256e-12,33,0.001998233240012274,True,2000,0.0032,0.005,58022.590607750404,8,0.5,True
22.230095692182832,0.0435031226852893,0.6647473053570288,100.0,0.5511708480553558,0.6509436850308707,0.9518638417426621,3.037441281804629e-05,4.1672770416307274e-12,38,0.002475063736420592,True,2000,0.0032,0.005,58022.590607750404,8,0.5,True
22.230095692182832,0.0435031226852893,0.9791483623609764,100.0,0.564096726969849,0.7743294979264769,1.2860383978849819,0.00017656962380191394,5.762339208272223e-12,45,0.0025327585843563896,True,2000,0.0032,0.005,58022.590607750404,8,0.5,True
22.230095692182832,0.0435031226852893,1.4422495703074076,100.0,0.5732787045819046,0.8776861170067715,1.877907266903746,0.0016707665344924323,8.551282548400014e-12,54,0.002751187357697009,True,2000,0.0032,0.005,58022.590607750404,8,0.5,True
22.230095692182832,0.0435031226852893,2.124380638329711,100.0,0.5611697260949786,0.9483469009333043,3.6874086436653055,0.016571233685457175,1.6436404003622607e-11,66,0.0029852608729762733,True,2000,0.0032,0.005,58022.590607750404,8,0.5,True
22.230095692182832,0.0435031226852893,3.1291346445318973,100.0,0.5243259163027454,0.9846802135004602,15.629901488863815,0.08734781836182551,6.509518562276062e-11,84,0.002725777668343941,True,2000,0.0032,0.005,58022.590607750404,8,0.5,True
22.230095692182832,0.0435031226852893,4.609100387635,100.0,0.5045081975581696,0.9972579269077897,195.1995450480648,0.19211362175900645,7.822369614198827e-10,112,0.0027864581527912453,True,2000,0.0032,0.005,58022.590607750404,8,0.5,True
22.230095692182832,0.0435031226852893,6.789035563049437,100.0,0.5006604553370279,0.9997633827977506,18485.929047697897,0.261798305027205,7.351498556513528e-08,195,0.0029700738743208867,True,2000,0.0032,0.005,58022.590607750404,8,0.5,True
22.230095692182832,0.0435031226852893,10.0,100.0,0.4999999999999908,0.9999928951935638,1.2093743515708867e+50,0.27341414374854156,4.8031047994872084e+38,1999,0.05119769089267032,False,2000,0.0032,0.005,58022.590607750404,8,0.5,True
27.144176165949066,0.05311971852436216,0.03,100.0,0.29633687448110296,0.056355970365635,0.07019943676055256,7.918370132651094e-07,2.9633687448110294e-13,15,0.0010927607925992273,True,2000,0.0032,0.005,58022.590607750404,8,0.5,True
27.144176165949066,0.05311971852436216,0.04418889799794311,100.0,0.4282482200897186,0.08086841380999965,0.10140135676549125,9.610587643222343e-07,4.2824822008971856e-13,16,0.001615763755412126,True,2000,0.0032,0.005,58022.590607750404,8,0.5,True
27.144176165949066,0.05311971852436216,0.06508862354242069,100.0,0.5321716538618102,0.11497406990772918,0.14551708103523445,1.2518267605106591e-06,6.1511599060368e-13,17,0.0029087063409697174,True,2000,0.0032,0.005,58022.590607750404,8,0.5,True
27.144176165949066,0.05311971852436216,0.09587315155141828,100.0,0.5329986445609675,0.16159700427569512,0.2072119616813986,1.7803032441364693e-06,8.772678855973719e-13,19,0.0021564710329286313,True,2000,0.0032,0.005,58022.590607750404,8,0.5,True
27.144176165949066,0.05311971852436216,0.1412176304882321,100.0,0.5343282404225046,0.22394293221107098,0.2924523564474397,2.8182091371608354e-06,1.241236556353763e-12,21,0.00235357928162672,True,2000,0.0032,0.005,58022.590607750404,8,0.5,True
27.144176165949066,0.05311971852436216,0.20800838230519034,100.0,0.5364575540598688,0.3048860136840684,0.4086465221202188,5.094490766686786e-06,1.7413035151404192e-12,24,0.0016188298836830406,True,2000,0.0032,0.005,58022.590607750404,8,0.5,True
27.144176165949066,0.05311971852436216,0.30638870628004045,100.0,0.5399714251829463,0.40560994687702845,0.5648807577055538,1.0959074191955154e-05,2.42280724377587e-12,27,0.001830346386829227,True,2000,0.0032,0.005,58022.590607750404,8,0.5,True
27.144176165949066,0.05311971852436216,0.4512993096510154,100.0,0.5456652026100052,0.5235958940298429,0.7737725813790184,3.0271599488660206e-05,3.3537516579316605e-12,31,0.0017981639502689052,True,2000,0.0032,0.005,58022.590607750404,8,0.5,True
27.144176165949066,0.05311971852436216,0.6647473053570288,100.0,0.5538419634648147,0.6509407245840259,1.060985436633657,0.00012269318648143666,4.667524276293058e-12,35,0.002906710810610043,True,2000,0.0032,0.005,58022.590607750404,8,0.5,True
27.144176165949066,0.05311971852436216,0.9791483623609764,100.0,0.5624596896835169,0.7743268133862082,1.5070408241089572,0.0007947241464129767,6.732986201666548e-12,42,0.0023110246802696167,True,2000,0.0032,0.005,58022.590607750404,8,0.5,True
27.144176165949066,0.05311971852436216,1.4422495703074076,100.0,0.5630768134151408,0.8776840712953173,2.4667639815374542,0.006600939199584578,1.1032820364850533e-11,50,0.002632806207058081,True,2000,0.0032,0.005,58022.590607750404,8,0.5,True
27.144176165949066,0.05311971852436216,2.124380638329711,100.0,0.542082591095069,0.9483456841019389,6.147291076563728,0.042313288379497806,2.6469183351044098e-11,61,0.0027018198544563727,True,2000,0.0032,0.005,58022.590607750404,8,0.5,True
27.144176165949066,0.05311971852436216,3.1291346445318973,100.0,0.5146732354121184,0.9846797040027347,31.78479686073562,0.1308936397439255,1.2993984035061527e-10,76,0.0028129194644751577,True,2000,0.0032,0.005,58022.590607750404,8,0.5,True
27.144176165949066,0.05311971852436216,4.609100387635,100.0,0.5040115735037201,0.997257797453301,340.1490853878485,0.21434322949501547,1.3617617183552455e-09,100,0.0027773451520425665,True,2000,0.0032,0.005,58022.590607750404,8,0.5,True
27.144176165949066,0.05311971852436216,6.789035563049437,100.0,0.5015080932315612,0.9997633668493848,15353.383814978204,0.2591630654423963,6.116082814356843e-08,163,0.0029779811588064677,True,2000,0.0032,0.005,58022.590607750404,8,0.5,True
27.144176165949066,0.05311971852436216,10.0,100.0,0.4999999999999915,0.9999928945068478,4.387825896819609e+43,0.2665624052597237,1.7426521074267428e+32,1999,0.04396515159452926,False,2000,0.0032,0.005,58022.590607750404,8,0.5,True
33.144540173399875,0.06486211384226981,0.03,100.0,0.31780890350582014,0.05635540816392148,0.07404830864569042,2.6328391854369997e-06,3.1780890350582015e-13,14,0.0013704881250023709,True,2000,0.0032,0.005,58022.590607750404,8,0.5,True
33.144540173399875,0.06486211384226981,0.04418889799794311,100.0,0.45998798959718995,0.08086762520942559,0.10715893585466515,3.221021759623423e-06,4.599879895971899e-13,15,0.0017667615089434398,True,2000,0.0032,0.005,58022.590607750404,8,0.5,True
33.144540173399875,0.06486211384226981,0.06508862354242069,100.0,0.5406537275086286,0.11497298117199817,0.15418552993901025,4.228452639817447e-06,6.621465549715392e-13,16,0.002831728333331915,True,2000,0.0032,0.005,58022.590607750404,8,0.5,True
33.144540173399875,0.06486211384226981,0.09587315155141828,100.0,0.5411248970508252,0.16159553011744943,0.22037985004032917,6.050729912113055e-06,9.472414717170857e-13,18,0.0018179901737857412,True,2000,0.0032,0.005,58022.590607750404,8,0.5,True
33.144540173399875,0.06486211384226981,0.1412176304882321,100.0,0.5419311559616334,0.22394098532400974,0.31270942181639727,9.615931761022618e-06,1.3460971062711345e-12,20,0.0017627242140353752,True,2000,0.0032,0.005,58022.590607750404,8,0.5,True
33.144540173399875,0.06486211384226981,0.20800838230519034,100.0,0.5432970215267251,0.30488353047234706,0.44040338655659517,1.7489627091209917e-05,1.9005499078168975e-12,22,0.0023978806500493484,True,2000,0.0032,0.005,58022.590607750404,8,0.5,True
33.144540173399875,0.06486211384226981,0.30638870628004045,100.0,0.5456863840943303,0.40560693590338637,0.6162032418069506,3.862585739629314e-05,2.670904751605806e-12,25,0.0021627460674905233,True,2000,0.0032,0.005,58022.590607750404,8,0.5,True
33.144540173399875,0.06486211384226981,0.4512993096510154,100.0,0.5496396160357232,0.5235924927103925,0.8611952632473666,0.00011545136153141257,3.759853856707798e-12,29,0.0017103494466173535,True,2000,0.0032,0.005,58022.590607750404,8,0.5,True
33.144540173399875,0.06486211384226981,0.6647473053570288,100.0,0.5548475863492671,0.6509372279778858,1.2250375497629122,0.0005210450229528705,5.399013414071032e-12,33,0.002337197546576397,True,2000,0.0032,0.005,58022.590607750404,8,0.5,True
33.144540173399875,0.06486211384226981,0.9791483623609764,100.0,0.557881511899578,0.7743236426432757,1.8775180891448686,0.003285388169690048,8.3198865374893e-12,39,0.0022122798826354137,True,2000,0.0032,0.005,58022.590607750404,8,0.5,True
33.144540173399875,0.06486211384226981,1.4422495703074076,100.0,0.5494946443154849,0.8776816550677441,3.62530357837975,0.020598176673603176,1.58233760015971e-11,46,0.0026543490110463894,True,2000,0.0032,0.005,58022.590607750404,8,0.5,True
33.144540173399875,0.06486211384226981,2.124380638329711,100.0,0.526594987728603,0.9483442468688673,11.56166545554228,0.08148137951658789,4.836023740247406e-11,56,0.002556356996176493,True,2000,0.0032,0.005,58022.590607750404,8,0.5,True
33.144540173399875,0.06486211384226981,3.1291346445318973,100.0,0.5095185935727368,0.9846791022143706,64.9305983740075,0.16755859941988582,2.6278510593025e-10,69,0.002703837064608862,True,2000,0.0032,0.005,58022.590607750404,8,0.5,True
33.144540173399875,0.06486211384226981,4.609100387635,100.0,0.5042263565255672,0.9972576445469784,564.826107971674,0.2255920790950103,2.2622031898352122e-09,89,0.0027801745858688485,True,2000,0.0032,0.005,58022.590607750404,8,0.5,True
33.144540173399875,0.06486211384226981,6.789035563049437,100.0,0.5031260495469067,0.9997633480114018,13580.77745251064,0.25034895468354584,5.427411376788048e-08,138,0.0029044365038525693,True,2000,0.0032,0.005,58022.590607750404,8,0.5,True
33.144540173399875,0.06486211384226981,10.0,100.0,0.4999999999999921,0.9999928936956818,2.265809719359202e+36,0.25260334066494106,8.998802995650502e+24,1999,0.03570718648190374,False,2000,0.0032,0.005,58022.590607750404,8,0.5,True
40.471316447032365,0.07920022788068956,0.03,100.0,0.344983552993961,0.05635474853078892,0.07904236665278049,9.512119748633718e-06,3.44983552993961e-13,13,0.0018942100695034671,True,2000,0.0032,0.005,58022.590607750404,8,0.5,True
40.471316447032365,0.07920022788068956,0.04418889799794311,100.0,0.5003139821214674,0.08086669994134887,0.11466167706087212,1.1579949298699235e-05,5.003139821214674e-13,14,0.0021060892315296286,True,2000,0.0032,0.005,58022.590607750404,8,0.5,True
40.471316447032365,0.07920022788068956,0.06508862354242069,100.0,0.5492355644091229,0.11497170375349874,0.1655510388984778,1.5075386844614199e-05,7.222405466464693e-13,15,0.0029653882923358966,True,2000,0.0032,0.005,58022.590607750404,8,0.5,True
