model,d_ratio,theta,kTe_keV,tau_T,l_diss_local,eta,p_sc,A_model,A_required,l_s_over_l_diss,l_c_over_l_diss,intrinsic_seed_over_l_diss,reprocessed_seed_over_l_diss,pair_production_rate_unit_ldiss2,pair_annihilation_rate,energy_log_residual,root_method,max_scatter,last_scatter_order,last_difmax,exact_angles,max_tau_grid,max_frequency_grid,seed_bins
compPSc,0.0,0.1,51.10000000000001,0.7110035842288839,51631.76706624178,0.5468476312868435,0.673084467039631,2.286452472713253,2.2858286814893867,0.6922939593678167,1.5824653883448034,0.0,0.6922939593678167,7.572874506387484e+23,2.0188067006094826e+33,0.00027285777348273196,global,200,29,0.0020358844895172826,True,60,100,1200
