kTe_keV,theta,tau_T,eta,p_sc,A_model,seed_flux_model,downward_flux_model,ionizing_flux_model_5eV_20keV,ionizing_flux_cgs_5eV_20keV,effective_albedo_reflect,last_scatter_order,last_difmax,converged,max_scatter,convergence_tolerance,tbb_keV,disk_temperature_K,seed_surface_flux_cgs,hemisphere_mu_order,observer_mu,exact_angles,xi_n1e13,effective_albedo_ireflect_n1e13,xi_n1e15,effective_albedo_ireflect_n1e15
10.0,0.019569471624266144,3.2,0.6076751898101104,0.9859151944673153,2.3202214702352473,7.943123307102427e-12,1.1199335396083012e-11,1.0994518637736968e-11,889580211431467.8,0.0013596535353622892,121,0.002943460303947496,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,1117.8794628047815,0.013128283280378157,11.178794628047816,0.0014712978355059796
10.0,0.019569471624266144,5.0,0.5116665974204373,0.998243509974171,37.47995309887029,7.943123307102427e-12,1.5232718259432443e-10,1.1175883804218675e-10,9042546931856148.0,0.06524439353059103,188,0.0029097144644482406,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,11363.19960434408,0.1363759911531102,113.6319960434408,0.071006593217937
10.0,0.019569471624266144,8.0,0.49999999999999234,0.9999376429825093,4.099239555883565e+28,7.943123307102427e-12,1.6280382628867222e+17,3.091820227645974e+16,2.5016302963705934e+42,0.19876802090894985,1999,0.027384134931622704,False,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,3.143641344430205e+30,nan,3.143641344430205e+28,nan
10.0,0.019569471624266144,10.0,0.49999999999998895,0.999992896996593,4.756719056853053e+68,7.943123307102427e-12,1.8891603002913463e+57,3.721920244871936e+56,3.011452076673853e+82,0.1966463688646036,1999,0.07179890404433395,False,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,3.784302288286521e+70,nan,3.7843022882865213e+68,nan
15.0,0.029354207436399216,0.03,0.2532763845878664,0.05635717364710591,0.0630577184955464,7.943123307102427e-12,2.5327638458786637e-13,2.4643424913725443e-13,19939302362817.867,1.7502326624898598e-08,18,0.0009338779505455403,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,25.056466328293688,3.3022298349864105e-08,0.25056466328293686,1.9961305181627777e-08
15.0,0.029354207436399216,0.05,0.4094895114218213,0.09057782143944759,0.10180037083680159,7.943123307102427e-12,4.0948951142182124e-13,3.9851038620108845e-13,32243972227907.312,2.1366357318807246e-08,20,0.0011085932919133294,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,40.51897050949877,4.394904952986029e-08,0.4051897050949877,2.452649953047288e-08
15.0,0.029354207436399216,0.08,0.5077601347412098,0.13805019465056811,0.1561320634868716,7.943123307102427e-12,6.297120509010849e-13,6.130007037967064e-13,49598651260584.516,2.7928481145112654e-08,22,0.0017761329122749766,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,62.32750337128577,6.357410944939427e-08,0.6232750337128578,3.214640694369168e-08
15.0,0.029354207436399216,0.13,0.5102563003122842,0.20914380255524756,0.2388503474034343,7.943123307102427e-12,9.680673158032729e-13,9.427651912155974e-13,76280307102596.73,4.0959651480855425e-08,25,0.0019378838356697717,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,95.85666096283649,1.0932287625346746e-07,0.9585666096283649,4.716506383522169e-08
15.0,0.029354207436399216,0.2,0.5139898321793112,0.29578198514536214,0.34215841490558474,7.943123307102427e-12,1.3969248966321378e-12,1.3611085489153845e-12,110128989783089.9,6.414860824948337e-08,28,0.0026240316389016896,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,138.39217009992825,2.1771787579637073e-07,1.3839217009992826,7.415836868843184e-08
15.0,0.029354207436399216,0.32,0.5209381125085816,0.41809389230631666,0.49417107471234,7.943123307102427e-12,2.044818463423032e-12,1.9939778865674536e-12,161335236982003.38,1.2113144886889795e-07,33,0.002223011758058921,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,202.73983810713204,6.673432056174674e-07,2.0273983810713205,1.4404118205421552e-07
15.0,0.029354207436399216,0.5,0.5322220738044264,0.5568492730329511,0.6805145623760842,7.943123307102427e-12,2.876879095418766e-12,2.8085136952119275e-12,227240344858704.22,2.720813266599725e-07,39,0.0022204985635077734,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,285.5586392029265,3.2245659500653164e-06,2.855586392029265,3.479233722323466e-07
15.0,0.029354207436399216,0.8,0.5510701126245355,0.7114249309660674,0.9247347359845746,7.943123307102427e-12,4.04776539789312e-12,3.958762707992598e-12,320308426664137.56,1.081970379304054e-06,47,0.002762376800206166,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,402.5114400363839,2.9669819400375405e-05,4.025114400363838,1.4361090935295938e-06
15.0,0.029354207436399216,1.25,0.5749588348517769,0.842811935120651,1.2269606162235527,7.943123307102427e-12,5.603491002486531e-12,5.494962309965932e-12,444604251861416.1,1.4108453427720995e-05,58,0.0029623956965104422,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,558.7061805610444,0.0003695972453629815,5.587061805610444,1.6402076629379745e-05
15.0,0.029354207436399216,2.0,0.5940267063009873,0.9397215245277155,1.8150245166388639,7.943123307102427e-12,8.564061367167078e-12,8.422056903166103e-12,681439125028258.1,0.0005822841936477212,75,0.0029748159145848133,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,856.3216596229729,0.006347057351830065,8.56321659622973,0.000628869433824861
15.0,0.029354207436399216,3.2,0.5584941379086992,0.9859146696308124,5.113665837742125,7.943123307102427e-12,2.2685182021602586e-11,2.0734298580266323e-11,1677637950569980.5,0.02085905369787811,102,0.00281160370608929,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,2108.182024357635,0.07092067855578803,21.08182024357635,0.022106919069388085
15.0,0.029354207436399216,5.0,0.5045711242274351,0.9982434118717354,135.42256835861798,7.943123307102427e-12,5.427561380122019e-10,2.4434510847523267e-10,1.9770267387020696e+16,0.14223436213059917,151,0.0029066411630424807,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,24844.05071302804,0.18427422434535795,248.4405071302804,0.1534364027208439
15.0,0.029354207436399216,8.0,0.4999999999999929,0.99993763760866,6.418542535109963e+21,7.943123307102427e-12,25491637404.12976,1670766810.7234006,1.3518382584159475e+35,0.25284393159645274,1999,0.019374850519104387,False,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,1.6987700565924646e+23,nan,1.6987700565924645e+21,nan
15.0,0.029354207436399216,10.0,0.4999999999999898,0.9999928962426665,3.489038966633061e+60,7.943123307102427e-12,1.3856933367625533e+49,9.446858569650047e+47,7.643571056315228e+73,0.2517889515409106,1999,0.06283231306004143,False,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,9.605194671084598e+61,nan,9.605194671084597e+59,nan
20.0,0.03913894324853229,0.03,0.2711790051031029,0.05635666719706578,0.06589314257353344,7.943123307102427e-12,2.7117900510310287e-13,2.6446097904963336e-13,21397867556552.695,4.9653120936375375e-08,16,0.002062447912211482,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,26.889353407261332,1.0573376768738863e-07,0.2688935340726133,5.563799019751078e-08
20.0,0.03913894324853229,0.05,0.43913079025903223,0.0905770325785632,0.1065798396298177,7.943123307102427e-12,4.391307902590322e-13,4.2836162499063993e-13,34659273178214.887,6.103914835178971e-08,18,0.001709717508018718,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,43.554127198176666,1.4811091952545858e-07,0.4355412719817666,6.88545878404104e-08
20.0,0.03913894324853229,0.08,0.5198274499672325,0.138049038955395,0.1639026300526146,7.943123307102427e-12,6.767627337697317e-13,6.603940769566977e-13,53433308175113.47,8.039836490495826e-08,20,0.0020438344863860846,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,67.14627536797437,2.3246988088632697e-07,0.6714627536797436,9.122939573313598e-08
20.0,0.03913894324853229,0.13,0.5218944763354888,0.2091421458200936,0.25179688885671186,7.943123307102427e-12,1.043816997471055e-12,1.0190871659500207e-12,82455613239973.05,1.1908148764498494e-07,23,0.0016753302182836458,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,103.61677952077623,4.632125287812186e-07,1.0361677952077624,1.369122097177983e-07
20.0,0.03913894324853229,0.2,0.5249998355602926,0.29577979834295376,0.3627484629445704,7.943123307102427e-12,1.5127113057717643e-12,1.4778013124433133e-12,119570746777833.98,1.8968555241734852e-07,26,0.0018416342139881633,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,150.25703186459546,1.144904443313342e-06,1.5025703186459547,2.254339551366569e-07
20.0,0.03913894324853229,0.32,0.5308572026244487,0.41809113176471946,0.529018102848259,7.943123307102427e-12,2.2306917054356153e-12,2.1813501170488143e-12,176495757774235.47,3.836425882669449e-07,30,0.002241959847666169,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,221.7911104053207,4.673270173002041e-06,2.217911104053207,4.889210908768733e-07
20.0,0.03913894324853229,0.5,0.5404490173914687,0.5568461547924645,0.7399850730049442,7.943123307102427e-12,3.1766472784953686e-12,3.1106833925562463e-12,251689271829377.88,1.159420491201165e-06,35,0.002647570193391806,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,316.2820669466152,2.74315278990755e-05,3.162820669466152,1.5211688942341737e-06
20.0,0.03913894324853229,0.8,0.5560396250237982,0.7114218702341439,1.037145699644527,7.943123307102427e-12,4.580752393844542e-12,4.495538399366727e-12,363739617128894.1,1.0491897915760517e-05,43,0.0022546378510410435,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,457.0886835966791,0.0002650954884445497,4.570886835966791,1.2328346328776703e-05
20.0,0.03913894324853229,1.25,0.5731740103969879,0.8428094694697529,1.467719933707926,7.943123307102427e-12,6.682223339072719e-12,6.575541321463216e-12,532035246995371.3,0.00020462086238510295,53,0.0023134993638698554,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,668.5752093645958,0.0028244305230720693,6.685752093645958,0.0002226247314022893
20.0,0.03913894324853229,2.0,0.5745710289792686,0.9397200923034711,2.636760520499519,7.943123307102427e-12,1.20338811007981e-11,1.1676513140568067e-11,944761236996445.5,0.005432165403585811,67,0.002831940612141201,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,1187.2219846177754,0.02854962231492794,11.872219846177755,0.005762311642524695
20.0,0.03913894324853229,3.2,0.5295304188074108,0.9859141611121884,12.197061409931777,7.943123307102427e-12,5.130236994131624e-11,3.814137414461049e-11,3086066138392866.0,0.0665636648049636,89,0.002938329870728938,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,3878.0650835469,0.13377244940515998,38.780650835469,0.06975972308925518
20.0,0.03913894324853229,5.0,0.5032030610825174,0.9982433168176602,300.9518381593634,7.943123307102427e-12,1.202905689701764e-09,3.477198586048138e-10,2.8134447312216252e+16,0.1896645368948247,128,0.0029292282954190597,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,35354.78919554707,0.22169770823751841,353.54789195547073,0.20121097170699898
20.0,0.03913894324853229,8.0,0.5000000000000251,0.9999376324016339,3134414315989603.0,7.943123307102427e-12,12448.519703726886,341.5191951487797,2.7632743900727057e+28,0.26813169168312306,1999,0.011831352950259093,False,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,3.472433009482091e+16,nan,347243300948209.1,nan
20.0,0.03913894324853229,10.0,0.49999999999999045,0.9999928955121297,1.481966257517195e+53,7.943123307102427e-12,5.885720360211982e+41,1.6738012031463146e+40,1.3542934231594743e+66,0.26766715452695716,1999,0.054646227463203,False,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,1.701855307601111e+54,nan,1.701855307601111e+52,nan
30.0,0.05870841487279843,0.03,0.30648838667365325,0.056355700242994855,0.07200468483777975,7.943123307102427e-12,3.0648838667365325e-13,3.0008212231673644e-13,24280018672311.1,2.086359349413411e-07,14,0.002670942397867118,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,30.511171315982224,6.194587816200026e-07,0.3051117131598223,2.279122750778691e-07
30.0,0.05870841487279843,0.05,0.4980167157188636,0.0905755264225031,0.11694401424543871,7.943123307102427e-12,4.980167157188635e-13,4.877660228290849e-13,39465757075354.39,2.587958068427284e-07,16,0.0015181492111183352,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,49.5941329985171,1.030490353856e-06,0.495941329985171,2.912419650609685e-07
30.0,0.05870841487279843,0.08,0.5367215777525949,0.13804683240818338,0.1808991197582696,7.943123307102427e-12,7.712173896804117e-13,7.556759860791097e-13,61142686243906.83,3.4816837919449197e-07,18,0.0013381146654054545,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,76.83416556984136,2.076939322152253e-06,0.7683416556984136,4.082652311503176e-07
30.0,0.05870841487279843,0.13,0.5378822713509873,0.2091389826427703,0.2805058474834061,7.943123307102427e-12,1.1984514734650796e-12,1.1750599197571126e-12,95075563224233.61,5.5473349164164e-07,20,0.002092288403026983,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,119.47547638446568,5.7652971645758706e-06,1.1947547638446567,6.898310441214922e-07
30.0,0.05870841487279843,0.2,0.5397077152049368,0.2957756231101093,0.4092696853046417,7.943123307102427e-12,1.754524788495524e-12,1.7216590764634724e-12,139301582517352.06,1.0954389274156827e-06,23,0.0015586691161586868,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,175.05153130797825,1.879338287859611e-05,1.7505153130797826,1.4114796076516095e-06
30.0,0.05870841487279843,0.32,0.5433606007339423,0.4180858610849283,0.6103921628956277,7.943123307102427e-12,2.6344405209421194e-12,2.5883116682970425e-12,209423524303393.28,4.139102301343623e-06,26,0.002526246947040273,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,263.16936217616956,9.295721272657611e-05,2.6316936217616953,5.084774704093599e-06
30.0,0.05870841487279843,0.5,0.5494467140420553,0.5568402011390992,0.8867324607118919,7.943123307102427e-12,3.8699868734137454e-12,3.8086527188497565e-12,308162840278815.8,3.021269774257018e-05,31,0.0019092102810354021,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,387.248846051717,0.0005618205702891891,3.87248846051717,3.406127097223871e-05
30.0,0.05870841487279843,0.8,0.5579213164337163,0.7114160263501615,1.3479250635894335,7.943123307102427e-12,5.9735156796720366e-12,5.8880076753831296e-12,476406042443669.1,0.0004005617283860589,37,0.0023140588202727147,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,598.6694892267273,0.0044496360857318945,5.986694892267272,0.0004309731056299466
30.0,0.05870841487279843,1.25,0.5601167069356557,0.8428047617439991,2.3011018843615085,7.943123307102427e-12,1.0237777327327761e-11,9.955390828744674e-12,805503084775384.2,0.005078446462107945,45,0.0024801876386974318,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,1012.2250294297054,0.02731643877621989,10.122250294297054,0.005364650490777224
30.0,0.05870841487279843,2.0,0.5380234273588997,0.939717357690668,6.7812370864768425,7.943123307102427e-12,2.8980202761689243e-11,2.3778397604471544e-11,1923939798135741.0,0.04636764701951343,57,0.0024255476214021833,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,2417.694054308909,0.11002511770535434,24.176940543089092,0.048419334941825466
30.0,0.05870841487279843,3.2,0.5108805965429397,0.985913190155876,51.1179233896742,7.943123307102427e-12,2.0743589790080585e-10,8.916909837889286e-11,7214782929812391.0,0.14983555902942652,73,0.0029293954575081147,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,9066.36361981746,0.19366902921590462,90.66363619817461,0.15540666394446517
30.0,0.05870841487279843,5.0,0.5034871412510987,0.9982431353182435,783.2967613701846,7.943123307102427e-12,3.132607755617742e-09,4.5273202808667985e-10,3.6631112878812056e+16,0.2249512566304587,101,0.002811925057699298,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,46032.01404515777,0.2478422310826217,460.3201404515777,0.23380387358871765
30.0,0.05870841487279843,8.0,0.5004981744950759,0.9999376224587265,462318.6292211476,7.943123307102427e-12,1.8379563627590698e-06,2.0536706425644455e-08,1.6616505229728863e+18,0.25643681036380245,333,0.002995120847949333,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,2088091.6303221032,0.31928994124799,20880.91630322103,0.2752752730974044
30.0,0.05870841487279843,10.0,0.4999999999999917,0.9999928941171166,1.2648657862959968e+40,7.943123307102427e-12,5.023492453742001e+28,3.6404586726841666e+26,2.945540502917813e+52,0.2568576731312273,1999,0.03996379580475434,False,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,3.7014753619271145e+40,nan,3.701475361927114e+38,nan
50.0,0.09784735812133072,0.03,0.3824592786879965,0.05635393190241922,0.08604719644400148,7.943123307102427e-12,3.824592786879965e-13,3.7669487835832044e-13,30478852287808.79,1.2172346368234592e-06,12,0.0026820587925459006,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,38.30085537489142,1.0021484875068393e-05,0.3830085537489142,1.427433062148198e-06
50.0,0.09784735812133072,0.05,0.5588961933968939,0.09057277199955371,0.14108644402158585,7.943123307102427e-12,6.263365325629012e-13,6.171416445220211e-13,49933699937777.8,1.7923730002172223e-06,14,0.0009561990579283573,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,62.74853795643194,2.4155311368503163e-05,0.6274853795643194,2.2345195605278487e-06
50.0,0.09784735812133072,0.08,0.5580980347782599,0.13804279711980416,0.221287010725739,7.943123307102427e-12,9.809745036610067e-13,9.6709066801348e-13,78248511760393.89,3.6114132471088337e-06,15,0.0021204667049440564,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,98.3299798803152,6.568736663385371e-05,0.9832997988031519,4.497211149632366e-06
50.0,0.09784735812133072,0.13,0.5570186635829169,0.2091331978757246,0.3509677370833582,7.943123307102427e-12,1.5528454969079918e-12,1.532048761816081e-12,123959975544704.08,1.2164448117341281e-05,17,0.00201737477542941,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,155.7726994041651,0.00022461618562233954,1.557726994041651,1.4260090331193864e-05
50.0,0.09784735812133072,0.2,0.5558151518809296,0.2957679874892579,0.5287688736803403,7.943123307102427e-12,2.3344660825019906e-12,2.3052006026318785e-12,186516654985025.03,5.128269933238368e-05,19,0.002306313653993935,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,234.3837412292387,0.0007832783121805925,2.343837412292387,5.701930998821504e-05
50.0,0.09784735812133072,0.32,0.5543332936338986,0.418076222073554,0.8376641830266027,7.943123307102427e-12,3.688350748049138e-12,3.644397423729922e-12,294872739549902.4,0.0003173013748729667,22,0.00215058935403994,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,370.5480129255479,0.0035004898765993555,3.705480129255479,0.0003413349371258652
50.0,0.09784735812133072,0.5,0.5521753637959067,0.5568293130315669,1.3607673493696908,7.943123307102427e-12,5.968321514448816e-12,5.871931042809101e-12,475105262057047.9,0.002058573675531657,26,0.0016566019199742799,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,597.03488038411,0.014953203849831363,5.9703488038411,0.002178521182357821
50.0,0.09784735812133072,0.8,0.5449379660683416,0.7114053388818878,2.683726184928596,7.943123307102427e-12,1.1616534177372691e-11,1.0927953771915302e-11,884194365141817.6,0.014209937836747549,30,0.002745017513690969,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,1111.1114087500102,0.05371204265693176,11.111114087500102,0.014870350679084009
50.0,0.09784735812133072,1.25,0.528361969605005,0.8427961519941709,7.617298537658116,7.943123307102427e-12,3.196861576144855e-11,2.4261827627083422e-11,1963054724027204.2,0.061590890518581645,36,0.002798168594261356,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,2466.8473198394418,0.13142655442698548,24.668473198394416,0.06392811260983418
50.0,0.09784735812133072,2.0,0.5117268606846505,0.9397123563661224,40.08950482649342,7.943123307102427e-12,1.6295219328235876e-10,6.875331053543236e-11,5562916080090646.0,0.14543179218870048,45,0.002410446781842985,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,6990.566515899721,0.1918113206982578,69.90566515899721,0.1499250941701884
50.0,0.09784735812133072,3.2,0.5060268682960986,0.9859114143158293,281.6593622459562,7.943123307102427e-12,1.1321111639602417e-09,1.9529911575122098e-10,1.580189496300768e+16,0.20079646399737494,56,0.0028302726881970198,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,19857.246851432992,0.2192854289486648,198.57246851432993,0.20693673307448954
50.0,0.09784735812133072,5.0,0.507398433905907,0.9982428033464418,2062.457915343264,7.943123307102427e-12,8.312382558102992e-09,4.951160032282768e-10,4.006045315373369e+16,0.2168862120831897,74,0.0026987872519192114,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,50341.450130899124,0.22979080824392867,503.41450130899125,0.22181507665009775
50.0,0.09784735812133072,8.0,0.5098637444455157,0.9999376042711372,53657.96833165658,7.943123307102427e-12,2.173099742889844e-07,2.1743154870055218e-09,1.7592657708634477e+17,0.21355440638509382,135,0.002964663771207482,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,221075.85685826367,0.23381853692894364,2210.7585685826366,0.21637318742917916
50.0,0.09784735812133072,10.0,0.4999999999999957,0.999992891565217,2.9585156346330107e+18,7.943123307102427e-12,11749927.245940097,12899.500937507304,1.0437147045220822e+30,0.20928410006606168,1999,0.014987862984530495,False,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,1.311570579268086e+18,nan,1.311570579268086e+16,nan
80.0,0.15655577299412915,0.03,0.5205854251966694,0.05635162647319325,0.11234636761699066,7.943123307102427e-12,5.205854251966694e-13,5.156255594851552e-13,41719906922699.69,1.275365954554724e-05,11,0.0008629788649874862,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,52.42678123872132,0.0002026347405796513,0.5242678123872132,1.517410172851128e-05
80.0,0.15655577299412915,0.05,0.5805077915168696,0.09056918098306688,0.18757307281830676,7.943123307102427e-12,8.649078736922442e-13,8.56966810056336e-13,69338253105784.05,3.752034229737587e-05,12,0.0011890747164466035,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,87.13301862795232,0.0005756338906147657,0.8713301862795233,4.258178762251415e-05
80.0,0.15655577299412915,0.08,0.5766245886574783,0.13803753619128323,0.3023334055450076,7.943123307102427e-12,1.3847475274504272e-12,1.3724092509668208e-12,111043343676286.81,0.00012899901815057675,13,0.0018784474106367417,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,139.5411810893877,0.0016636232755195843,1.395411810893877,0.000141121615436302
80.0,0.15655577299412915,0.13,0.570790312920422,0.20912565607273792,0.5024932086583594,7.943123307102427e-12,2.2782327726307843e-12,2.2566433102829062e-12,182587823917689.72,0.0005295288145186947,15,0.0011776422781760464,True,2000,0.0032,0.005,58022.590607750404,642688010615153.2,8,0.5,True,229.4466265019043,0.005338187593961066,2.294466265019043,0.0005664031176930043
