model,kTe_keV,theta,tbb_keV,initial_blackbody_mean_photon_energy_keV,tau_fixed_albedo_0p2,tau_one_pass_reflect,tau_full_feedback,tau_full_minus_fixed,tau_full_over_fixed,tau_full_minus_one_pass,lambda_full_feedback,lambda_root_residual,shape_iterations,shape_residual,fixed_root_residual,one_pass_root_residual,full_root_iterations,fixed_root_iterations,one_pass_root_iterations,per_cycle_input_energy,per_cycle_blackbody_5eV_energy,per_cycle_reflected_reinjection_energy,per_cycle_comptonized_energy,per_cycle_unscattered_up_energy,per_cycle_upward_escape_energy,per_cycle_coronal_gain_energy,per_initial_photon_cycle_blackbody_5eV_energy_keV,per_initial_photon_cycle_comptonized_energy_keV,per_initial_photon_cycle_upward_escape_energy_keV,effective_albedo,last_scatter_order,last_difmax,disk_energy_residual,impulse_generations,impulse_converged,impulse_total_blackbody_5eV_energy,impulse_total_comptonized_energy,impulse_total_upward_escape_energy,impulse_remaining_feedback_energy,impulse_total_blackbody_5eV_energy_per_initial_photon_keV,impulse_total_comptonized_energy_per_initial_photon_keV,impulse_note,max_scatter,exact_angles,hemisphere_mu_order
compPSc+reflect full feedback,10.0,0.019569471624266144,0.005,0.01350682777577951,2.9868261791584056,2.4988928864685045,2.4988928864685045,-0.48793329268990115,0.8366382027536047,0.0,0.9999626483847655,-3.7351615234548774e-05,3,1.983696447117462e-06,7.91837254556782e-05,-0.00010954863467838027,8,9,8,1.0,0.9998461157510753,0.00011653263369018369,1.620912008401925,0.03263366917424562,0.6535830291914052,0.6535456775761705,0.01350474928773188,0.021893379337177672,0.008827833412460583,0.00011653698653486534,99,0.002825336186728824,0.0,40,False,40.96593560225054,64.7912303260948,26.125076034245517,0.9985281445413252,0.5533198368532724,0.8751239893954251,At lambda=1 the energy impulse does not decay; cumulative totals depend on max_generations.,2000,True,12
