kTe_keV,theta,tau_T,fixed_xi,eta,p_sc,A_model,effective_albedo_ireflect_xi100,downward_flux_model,last_scatter_order,last_difmax,converged,max_scatter,convergence_tolerance,tbb_keV,disk_temperature_K,hemisphere_mu_order,observer_mu,exact_angles
10.0,0.019569471624266144,0.19541284517858606,100.0,0.49735356705258915,0.29049772960431397,0.31721561274499577,2.904236650648098e-08,1.2531731921000972e-12,32,0.0020603708423021106,True,2000,0.0032,0.005,58022.590607750404,8,0.5,True
10.0,0.019569471624266144,0.23568736086386607,100.0,0.49999614052816843,0.3352510536314618,0.3676516457558526,3.6791398302997605e-08,1.460139907324255e-12,34,0.0020625230185464566,True,2000,0.0032,0.005,58022.590607750404,8,0.5,True
10.0,0.019569471624266144,0.2842624394532966,100.0,0.5032876806356875,0.38463020544045934,0.4239690961144018,4.811520692850103e-08,1.6948911253185315e-12,36,0.0023379842185118765,True,2000,0.0032,0.005,58022.590607750404,8,0.5,True
10.0,0.019569471624266144,0.34284882391556176,100.0,0.5073879414513367,0.4383346353085976,0.48617151470503156,6.521259927507889e-08,1.9593903082531768e-12,38,0.0029554718297676477,True,2000,0.0032,0.005,58022.590607750404,8,0.5,True
10.0,0.019569471624266144,0.4135098407174411,100.0,0.5124770046375657,0.49577090364909115,0.554059491924229,9.19836072702077e-08,2.2553922659740308e-12,41,0.002643728103915057,True,2000,0.0032,0.005,58022.590607750404,8,0.5,True
10.0,0.019569471624266144,0.498734067153387,100.0,0.5187440742061616,0.5560234255660002,0.627238044258992,1.3567178990994743e-07,2.5845018367233307e-12,44,0.0027987792235960878,True,2000,0.0032,0.005,58022.590607750404,8,0.5,True
10.0,0.019569471624266144,0.601522975385064,100.0,0.5263721632934898,0.6178519015004951,0.7051719545052132,2.105308862373272e-07,2.948351442411101e-12,48,0.0023909579812262886,True,2000,0.0032,0.005,58022.590607750404,8,0.5,True
10.0,0.019569471624266144,0.725496639885277,100.0,0.5355179076453208,0.6797203793678681,0.7873106662399628,3.46643054066893e-07,3.348971393068568e-12,52,0.002496517971257258,True,2000,0.0032,0.005,58022.590607750404,8,0.5,True
10.0,0.019569471624266144,0.8750212311473027,100.0,0.546282073796122,0.7398631269025431,0.8733209733553564,6.12778643146373e-07,3.7895020298482525e-12,57,0.0023145105121664864,True,2000,0.0032,0.005,58022.590607750404,8,0.5,True
10.0,0.019569471624266144,1.0553627858009316,100.0,0.5586601584620579,0.7963945769101743,0.9635042703170642,1.1805844639441188e-06,4.275556486811168e-12,62,0.002633096337379337,True,2000,0.0032,0.005,58022.590607750404,8,0.5,True
