d_ratio,theta,kTe_keV,tau_T,l_diss_local,eta,p_sc,A_model,A_required,l_s_over_l_diss,l_c_over_l_diss,intrinsic_seed_over_l_diss,reprocessed_seed_over_l_diss,pair_production_rate_unit_ldiss2,pair_annihilation_rate,energy_log_residual,root_method
0.25,0.3317441949813717,169.52128363548096,0.12084761676990302,10.918787312292965,0.5598591706401006,0.1967429492853089,1.515377332808079,1.515332418067937,0.7780846559609936,1.1790569031789315,0.25,0.5280846559609936,3.624335098698101e+29,4.320929273675932e+31,2.963975031411326e-05,continuation
0.25,0.36674708070156736,187.40775823850095,0.1037585332760628,6.460419432118919,0.5615761245066736,0.1729109470850565,1.5028069437586447,1.5023316148961126,0.7690860693873464,1.1554223166167958,0.25,0.5190860693873464,7.263193861438067e+29,3.0314406193069903e+31,0.0003163440601612778,continuation
0.25,0.4054431795277526,207.1814647386816,0.08885214824165365,3.933427373048272,0.563315264909338,0.1512747421625975,1.4900523520059572,1.4902806394937957,0.7612627296357758,1.1344951075443965,0.25,0.5112627296357758,1.3606903025401137e+30,2.1052397480677653e+31,-0.00015319596094537887,continuation
0.25,0.4482221685612749,229.04152813481147,0.07598733763678901,2.447384184740009,0.5650191685752642,0.13190671000555398,1.4798054886799528,1.4792971226099623,0.7545233316866717,1.1161641935061757,0.25,0.5045233316866717,2.4221894378790384e+30,1.4508162274213116e+31,0.0003435947594735914,continuation
0.25,0.49551484038719684,253.2080834378576,0.06481460804676983,1.5548774070332207,0.5667616574222991,0.11451565700388278,1.468436743004396,1.4691253219453717,0.7487610743370328,1.1000238543955554,0.25,0.4987610743370327,4.0926265018627456e+30,9.894512887005821e+30,-0.0004688098078356304,continuation
0.25,0.5477974412378552,279.92449247254405,0.05524833105790879,1.0042244631042558,0.5684591641204768,0.09916676805362956,1.4601043632286905,1.45992387358458,0.743883087796418,1.0860126790298046,0.25,0.49388308779641793,6.647706619699215e+30,6.703991237945673e+30,0.0001236218486278447,continuation
0.25,0.605596466883326,309.4597945773796,0.047001228417255056,0.6587848160587119,0.5701869080757878,0.0855670363884441,1.4513850650875109,1.4514383239082476,0.7398045408639443,1.073780662811274,0.25,0.4898045408639443,1.037033888192866e+31,4.5007004631142496e+30,-3.66944960857729e-05,continuation
0.25,0.6694939645443228,342.11141588214895,0.03993267848311906,0.4398198896390752,0.5719376713927627,0.07361935277799048,1.4432650107864593,1.4436349401163495,0.7364537394230417,1.0631703500104446,0.25,0.48645373942304176,1.5497652643511117e+31,2.9978897212498306e+30,-0.00025628136631425857,continuation
0.25,0.7401333942188094,378.20816444581163,0.033882610358759044,0.2982529426084646,0.573716324606671,0.06316463978319864,1.4357282121898582,1.4364352284452333,0.7337512369933401,1.053986125732501,0.25,0.48375123699334005,2.2273979309374597e+31,1.981377770580808e+30,-0.0004923231454400637,continuation
0.25,0.8182261084470004,418.1135414164172,0.028730281106862425,0.2058569372076842,0.5755178190534533,0.054084645135022646,1.4298384594294296,1.4297945056370065,0.7316311684651544,1.046082224824261,0.25,0.48163116846515436,3.070556339646444e+31,1.30121207340266e+30,3.0740862875446076e-05,continuation
0.25,0.9045585157672225,462.2294015570507,0.024329437966103252,0.1446195542129112,0.5774064544959034,0.04619319557257695,1.4238047796595286,1.4235298706837907,0.7300640001328502,1.0392679117000072,0.25,0.4800640001328502,4.0549772631667806e+31,8.480910115663447e+29,0.0001930991684163089,continuation
0.25,1.0,511.0,0.020575645315040515,0.10251381133756227,0.5793864772759632,0.03935827280870763,1.4178875420411006,1.4175793293059478,0.7289926942758791,1.0334049746205367,0.25,0.47899269427587915,5.220974883453339e+31,5.4867650637735e+29,0.00021739822777076012,continuation
1.0,0.020000000000000004,10.220000000000002,1.838851769453209,1.1935234607551368e+23,0.5826528827439786,0.9262466713325368,1.4183046625022748,1.4182492826704254,2.9505281382642434,4.184584415592169,1.0,1.9505281382642434,4.882692623431231e-19,1.4244982513729186e+34,3.9047261520094236e-05,global
1.0,0.022110233502181487,11.29832931961474,1.7343852025398458,1.1253742500675517e+23,0.5798505574684552,0.9158487700749731,1.4110436961581687,1.4111305916602572,2.895159512589327,4.085448155950998,1.0,1.8951595125893268,7.938185518148126e-14,1.2664672027151045e+34,-6.158053561116752e-05,continuation
1.0,0.02444312127604943,12.49043497206126,1.6262066782454672,1.914934794323021e+21,0.5767397128790005,0.9034400759571232,1.4020389755146005,1.4024945317532473,2.8336593894774627,3.974191798593387,1.0,1.8336593894774629,3.0340663163391478e-09,1.1125846138963578e+34,-0.0003248713138729541,continuation
1.0,0.027022155946779643,13.808321688804398,1.5167802683554334,1.735661574102209e+19,0.5734279922728258,0.8889050751901166,1.3920670294365265,1.3921787744927163,2.7674109306202626,3.8527307579086645,1.0,1.7674109306202623,3.210027210306478e-05,9.670274702028412e+33,-8.026953374028804e-05,continuation
1.0,0.029873308885782997,15.265260840635111,1.4054504446697993,2.8122877826599382e+17,0.5699614779509609,0.8717137205217159,1.3790555046093356,1.3797088186621402,2.696178693108651,3.71994151957097,1.0,1.6961786931086509,0.10486648863708709,8.293851337400455e+33,-0.00047362803665858033,continuation
