slab_tau,slab_injection_model,electron_kTe_mec2,max_scatters,source_run_tag,events_completed,scattered_events,scatter_fraction,escaped_up_total_fraction,escaped_down_total_fraction,escaped_up_scattered,escaped_down_scattered,mean_scatter_count,mean_scattered_energy_mec2,mean_photon_energy_ratio_erf,mean_energy_amplification,downward_scattered_escape_fraction,mean_up_scattered_energy_mec2,mean_down_scattered_energy_mec2,up_scattered_hard_fraction_gt_2x_incident,down_scattered_hard_fraction_gt_2x_incident,mean_mu_up_scattered,mean_mu_down_scattered,mu_up_down_asymmetry,bookkeeping_consistent,energy_hist_overflow_fraction,energy_hist_overflow_acceptable,incident_photon_energy_mec2,events_requested,seed
1.0000e-02,beam,1.0000e-01,256,beam_tau_000_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_1_0000e_02_si_beam_ms_256_tc_thermal_kn_seed_2028041201_eb_256_mb_180,50000,480,9.6000e-03,9.9502e-01,4.9800e-03,231,249,9.7400e-03,1.5010e-05,9.9999e-01,1.5010e+00,4.9800e-03,1.2303e-05,1.7522e-05,6.9264e-02,3.1325e-01,5.2424e-01,-5.1787e-01,1.0421e+00,true,0.0000e+00,true,1e-05,50000,2028041201
1.0723e-02,beam,1.0000e-01,256,beam_tau_001_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_1_0723e_02_si_beam_ms_256_tc_thermal_kn_seed_2028041202_eb_256_mb_180,50000,557,1.1140e-02,9.9386e-01,6.1400e-03,250,307,1.1380e-02,1.5551e-05,9.9999e-01,1.5551e+00,6.1400e-03,1.1877e-05,1.8543e-05,5.6000e-02,3.2899e-01,5.6327e-01,-5.2863e-01,1.0919e+00,true,0.0000e+00,true,1e-05,50000,2028041202
1.1498e-02,beam,1.0000e-01,256,beam_tau_002_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_1_1498e_02_si_beam_ms_256_tc_thermal_kn_seed_2028041203_eb_256_mb_180,50000,581,1.1620e-02,9.9376e-01,6.2400e-03,269,312,1.1920e-02,1.5061e-05,9.9999e-01,1.5061e+00,6.2400e-03,1.2430e-05,1.7329e-05,7.0632e-02,3.0769e-01,5.1169e-01,-5.1870e-01,1.0304e+00,true,0.0000e+00,true,1e-05,50000,2028041203
1.2328e-02,beam,1.0000e-01,256,beam_tau_003_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_1_2328e_02_si_beam_ms_256_tc_thermal_kn_seed_2028041204_eb_256_mb_180,50000,626,1.2520e-02,9.9326e-01,6.7400e-03,289,337,1.2960e-02,1.5481e-05,9.9999e-01,1.5481e+00,6.7400e-03,1.2674e-05,1.7888e-05,6.9204e-02,3.2344e-01,4.9845e-01,-5.4148e-01,1.0399e+00,true,0.0000e+00,true,1e-05,50000,2028041204
1.3219e-02,beam,1.0000e-01,256,beam_tau_004_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_1_3219e_02_si_beam_ms_256_tc_thermal_kn_seed_2028041205_eb_256_mb_180,50000,694,1.3880e-02,9.9272e-01,7.2800e-03,330,364,1.4460e-02,1.5288e-05,9.9999e-01,1.5288e+00,7.2800e-03,1.2881e-05,1.7470e-05,9.0909e-02,2.6923e-01,5.3407e-01,-5.2838e-01,1.0624e+00,true,0.0000e+00,true,1e-05,50000,2028041205
1.4175e-02,beam,1.0000e-01,256,beam_tau_005_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_1_4175e_02_si_beam_ms_256_tc_thermal_kn_seed_2028041206_eb_256_mb_180,50000,715,1.4300e-02,9.9228e-01,7.7200e-03,329,386,1.4680e-02,1.5579e-05,9.9999e-01,1.5579e+00,7.7200e-03,1.2584e-05,1.8132e-05,5.4711e-02,3.0570e-01,5.4653e-01,-5.5254e-01,1.0991e+00,true,0.0000e+00,true,1e-05,50000,2028041206
1.5199e-02,beam,1.0000e-01,256,beam_tau_006_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_1_5199e_02_si_beam_ms_256_tc_thermal_kn_seed_2028041207_eb_256_mb_180,50000,764,1.5280e-02,9.9182e-01,8.1800e-03,355,409,1.5800e-02,1.4760e-05,9.9999e-01,1.4760e+00,8.1800e-03,1.2318e-05,1.6878e-05,7.3239e-02,2.9095e-01,5.1944e-01,-5.3005e-01,1.0495e+00,true,0.0000e+00,true,1e-05,50000,2028041207
1.6298e-02,beam,1.0000e-01,256,beam_tau_007_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_1_6298e_02_si_beam_ms_256_tc_thermal_kn_seed_2028041208_eb_256_mb_180,50000,828,1.6560e-02,9.9114e-01,8.8600e-03,385,443,1.7040e-02,1.5842e-05,9.9999e-01,1.5842e+00,8.8600e-03,1.2558e-05,1.8696e-05,5.9740e-02,3.2054e-01,5.2463e-01,-5.4436e-01,1.0690e+00,true,0.0000e+00,true,1e-05,50000,2028041208
1.7475e-02,beam,1.0000e-01,256,beam_tau_008_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_1_7475e_02_si_beam_ms_256_tc_thermal_kn_seed_2028041209_eb_256_mb_180,50000,816,1.6320e-02,9.9068e-01,9.3200e-03,350,466,1.6980e-02,1.5517e-05,9.9999e-01,1.5517e+00,9.3200e-03,1.2625e-05,1.7689e-05,8.0000e-02,3.0258e-01,5.5171e-01,-5.4305e-01,1.0948e+00,true,0.0000e+00,true,1e-05,50000,2028041209
1.8738e-02,beam,1.0000e-01,256,beam_tau_009_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_1_8738e_02_si_beam_ms_256_tc_thermal_kn_seed_2028041210_eb_256_mb_180,50000,924,1.8480e-02,9.9026e-01,9.7400e-03,437,487,1.9200e-02,1.5175e-05,9.9999e-01,1.5175e+00,9.7400e-03,1.1980e-05,1.8041e-05,5.0343e-02,3.3676e-01,5.3279e-01,-5.4179e-01,1.0746e+00,true,0.0000e+00,true,1e-05,50000,2028041210
2.0092e-02,beam,1.0000e-01,256,beam_tau_010_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_2_0092e_02_si_beam_ms_256_tc_thermal_kn_seed_2028041211_eb_256_mb_180,50000,935,1.8700e-02,9.9022e-01,9.7800e-03,446,489,1.9580e-02,1.5130e-05,9.9999e-01,1.5130e+00,9.7800e-03,1.2623e-05,1.7417e-05,8.0717e-02,3.0879e-01,5.2002e-01,-5.3332e-01,1.0533e+00,true,0.0000e+00,true,1e-05,50000,2028041211
2.1544e-02,beam,1.0000e-01,256,beam_tau_011_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_2_1544e_02_si_beam_ms_256_tc_thermal_kn_seed_2028041212_eb_256_mb_180,50000,1036,2.0720e-02,9.8932e-01,1.0680e-02,502,534,2.1740e-02,1.5716e-05,9.9999e-01,1.5716e+00,1.0680e-02,1.2789e-05,1.8468e-05,6.9721e-02,3.2584e-01,5.0518e-01,-5.2130e-01,1.0265e+00,true,0.0000e+00,true,1e-05,50000,2028041212
2.3101e-02,beam,1.0000e-01,256,beam_tau_012_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_2_3101e_02_si_beam_ms_256_tc_thermal_kn_seed_2028041213_eb_256_mb_180,50000,1183,2.3660e-02,9.8708e-01,1.2920e-02,537,646,2.4840e-02,1.5346e-05,9.9999e-01,1.5346e+00,1.2920e-02,1.2173e-05,1.7984e-05,4.0968e-02,3.3437e-01,5.1705e-01,-5.0648e-01,1.0235e+00,true,0.0000e+00,true,1e-05,50000,2028041213
2.4771e-02,beam,1.0000e-01,256,beam_tau_013_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_2_4771e_02_si_beam_ms_256_tc_thermal_kn_seed_2028041214_eb_256_mb_180,50000,1237,2.4740e-02,9.8764e-01,1.2360e-02,619,618,2.5980e-02,1.5184e-05,9.9999e-01,1.5184e+00,1.2360e-02,1.2733e-05,1.7639e-05,8.0775e-02,2.7994e-01,5.0709e-01,-5.4453e-01,1.0516e+00,true,0.0000e+00,true,1e-05,50000,2028041214
2.6561e-02,beam,1.0000e-01,256,beam_tau_014_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_2_6561e_02_si_beam_ms_256_tc_thermal_kn_seed_2028041215_eb_256_mb_180,50000,1360,2.7200e-02,9.8554e-01,1.4460e-02,637,723,2.8600e-02,1.5462e-05,9.9999e-01,1.5462e+00,1.4460e-02,1.2157e-05,1.8374e-05,7.0644e-02,2.9461e-01,5.5028e-01,-5.3449e-01,1.0848e+00,true,0.0000e+00,true,1e-05,50000,2028041215
2.8480e-02,beam,1.0000e-01,256,beam_tau_015_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_2_8480e_02_si_beam_ms_256_tc_thermal_kn_seed_2028041216_eb_256_mb_180,50000,1389,2.7780e-02,9.8508e-01,1.4920e-02,643,746,2.9440e-02,1.5578e-05,9.9999e-01,1.5578e+00,1.4920e-02,1.2838e-05,1.7940e-05,7.7760e-02,3.2842e-01,5.1500e-01,-5.1269e-01,1.0277e+00,true,0.0000e+00,true,1e-05,50000,2028041216
3.0539e-02,beam,1.0000e-01,256,beam_tau_016_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_3_0539e_02_si_beam_ms_256_tc_thermal_kn_seed_2028041217_eb_256_mb_180,50000,1478,2.9560e-02,9.8388e-01,1.6120e-02,672,806,3.1420e-02,1.5479e-05,9.9999e-01,1.5479e+00,1.6120e-02,1.2490e-05,1.7971e-05,6.3988e-02,3.2134e-01,5.0932e-01,-5.1819e-01,1.0275e+00,true,0.0000e+00,true,1e-05,50000,2028041217
3.2745e-02,beam,1.0000e-01,256,beam_tau_017_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_3_2745e_02_si_beam_ms_256_tc_thermal_kn_seed_2028041218_eb_256_mb_180,50000,1635,3.2700e-02,9.8224e-01,1.7760e-02,747,888,3.4820e-02,1.5494e-05,9.9999e-01,1.5494e+00,1.7760e-02,1.2666e-05,1.7872e-05,7.6305e-02,3.1419e-01,5.1251e-01,-5.4704e-01,1.0595e+00,true,0.0000e+00,true,1e-05,50000,2028041218
3.5112e-02,beam,1.0000e-01,256,beam_tau_018_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_3_5112e_02_si_beam_ms_256_tc_thermal_kn_seed_2028041219_eb_256_mb_180,50000,1693,3.3860e-02,9.8238e-01,1.7620e-02,812,881,3.5800e-02,1.5511e-05,9.9999e-01,1.5511e+00,1.7620e-02,1.2842e-05,1.7972e-05,6.7734e-02,3.2123e-01,5.0753e-01,-5.2430e-01,1.0318e+00,true,0.0000e+00,true,1e-05,50000,2028041219
3.7649e-02,beam,1.0000e-01,256,beam_tau_019_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_3_7649e_02_si_beam_ms_256_tc_thermal_kn_seed_2028041220_eb_256_mb_180,50000,1861,3.7220e-02,9.8040e-01,1.9600e-02,881,980,3.9980e-02,1.5676e-05,9.9999e-01,1.5676e+00,1.9600e-02,1.2918e-05,1.8155e-05,8.5131e-02,3.1735e-01,5.1181e-01,-5.2454e-01,1.0363e+00,true,0.0000e+00,true,1e-05,50000,2028041220
4.0370e-02,beam,1.0000e-01,256,beam_tau_020_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_4_0370e_02_si_beam_ms_256_tc_thermal_kn_seed_2028041221_eb_256_mb_180,50000,1938,3.8760e-02,9.7912e-01,2.0880e-02,894,1044,4.2200e-02,1.5878e-05,9.9999e-01,1.5878e+00,2.0880e-02,1.2805e-05,1.8510e-05,7.1588e-02,3.4291e-01,5.2139e-01,-5.3838e-01,1.0598e+00,true,0.0000e+00,true,1e-05,50000,2028041221
4.3288e-02,beam,1.0000e-01,256,beam_tau_021_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_4_3288e_02_si_beam_ms_256_tc_thermal_kn_seed_2028041222_eb_256_mb_180,50000,2081,4.1620e-02,9.7786e-01,2.2140e-02,974,1107,4.5500e-02,1.5962e-05,9.9999e-01,1.5962e+00,2.2140e-02,1.3253e-05,1.8346e-05,8.1109e-02,3.1617e-01,5.1406e-01,-5.1193e-01,1.0260e+00,true,0.0000e+00,true,1e-05,50000,2028041222
4.6416e-02,beam,1.0000e-01,256,beam_tau_022_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_4_6416e_02_si_beam_ms_256_tc_thermal_kn_seed_2028041223_eb_256_mb_180,50000,2258,4.5160e-02,9.7552e-01,2.4480e-02,1034,1224,4.9320e-02,1.5888e-05,9.9999e-01,1.5888e+00,2.4480e-02,1.2554e-05,1.8706e-05,7.1567e-02,3.3824e-01,5.1518e-01,-5.1860e-01,1.0338e+00,true,0.0000e+00,true,1e-05,50000,2028041223
4.9770e-02,beam,1.0000e-01,256,beam_tau_023_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_4_9770e_02_si_beam_ms_256_tc_thermal_kn_seed_2028041224_eb_256_mb_180,50000,2446,4.8920e-02,9.7398e-01,2.6020e-02,1145,1301,5.3540e-02,1.6016e-05,9.9999e-01,1.6016e+00,2.6020e-02,1.2937e-05,1.8727e-05,8.6463e-02,3.3897e-01,5.0394e-01,-5.0298e-01,1.0069e+00,true,0.0000e+00,true,1e-05,50000,2028041224
5.3367e-02,beam,1.0000e-01,256,beam_tau_024_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_5_3367e_02_si_beam_ms_256_tc_thermal_kn_seed_2028041225_eb_256_mb_180,50000,2534,5.0680e-02,9.7244e-01,2.7560e-02,1156,1378,5.5800e-02,1.6149e-05,9.9999e-01,1.6149e+00,2.7560e-02,1.3263e-05,1.8571e-05,8.2180e-02,3.2221e-01,4.9787e-01,-5.1863e-01,1.0165e+00,true,0.0000e+00,true,1e-05,50000,2028041225
5.7224e-02,beam,1.0000e-01,256,beam_tau_025_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_5_7224e_02_si_beam_ms_256_tc_thermal_kn_seed_2028041226_eb_256_mb_180,50000,2779,5.5580e-02,9.7058e-01,2.9420e-02,1308,1471,6.1520e-02,1.5606e-05,9.9999e-01,1.5606e+00,2.9420e-02,1.2872e-05,1.8036e-05,7.4924e-02,3.2019e-01,4.8824e-01,-4.9969e-01,9.8793e-01,true,0.0000e+00,true,1e-05,50000,2028041226
6.1359e-02,beam,1.0000e-01,256,beam_tau_026_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_6_1359e_02_si_beam_ms_256_tc_thermal_kn_seed_2028041227_eb_256_mb_180,50000,2969,5.9380e-02,9.6734e-01,3.2660e-02,1336,1633,6.5840e-02,1.6021e-05,9.9999e-01,1.6021e+00,3.2660e-02,1.3080e-05,1.8428e-05,8.6826e-02,3.2333e-01,4.9122e-01,-5.2349e-01,1.0147e+00,true,0.0000e+00,true,1e-05,50000,2028041227
6.5793e-02,beam,1.0000e-01,256,beam_tau_027_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_6_5793e_02_si_beam_ms_256_tc_thermal_kn_seed_2028041228_eb_256_mb_180,50000,3212,6.4240e-02,9.6538e-01,3.4620e-02,1481,1731,7.2340e-02,1.6439e-05,9.9999e-01,1.6439e+00,3.4620e-02,1.3985e-05,1.8538e-05,9.4531e-02,3.0098e-01,4.8969e-01,-5.1779e-01,1.0075e+00,true,0.0000e+00,true,1e-05,50000,2028041228
7.0548e-02,beam,1.0000e-01,256,beam_tau_028_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_7_0548e_02_si_beam_ms_256_tc_thermal_kn_seed_2028041229_eb_256_mb_180,50000,3346,6.6920e-02,9.6478e-01,3.5220e-02,1585,1761,7.5580e-02,1.6196e-05,9.9999e-01,1.6196e+00,3.5220e-02,1.3739e-05,1.8407e-05,9.5268e-02,3.2311e-01,4.9573e-01,-5.1842e-01,1.0141e+00,true,0.0000e+00,true,1e-05,50000,2028041229
7.5646e-02,beam,1.0000e-01,256,beam_tau_029_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_7_5646e_02_si_beam_ms_256_tc_thermal_kn_seed_2028041230_eb_256_mb_180,50000,3684,7.3680e-02,9.6134e-01,3.8660e-02,1751,1933,8.4280e-02,1.6178e-05,9.9999e-01,1.6178e+00,3.8660e-02,1.3549e-05,1.8559e-05,8.9663e-02,3.2592e-01,4.8355e-01,-5.1587e-01,9.9942e-01,true,0.0000e+00,true,1e-05,50000,2028041230
8.1113e-02,beam,1.0000e-01,256,beam_tau_030_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_8_1113e_02_si_beam_ms_256_tc_thermal_kn_seed_2028041231_eb_256_mb_180,50000,3919,7.8380e-02,9.5758e-01,4.2420e-02,1798,2121,9.0360e-02,1.6390e-05,9.9999e-01,1.6390e+00,4.2420e-02,1.3727e-05,1.8647e-05,9.3993e-02,3.2249e-01,5.0480e-01,-5.0104e-01,1.0058e+00,true,0.0000e+00,true,1e-05,50000,2028041231
8.6975e-02,beam,1.0000e-01,256,beam_tau_031_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_8_6975e_02_si_beam_ms_256_tc_thermal_kn_seed_2028041232_eb_256_mb_180,50000,4173,8.3460e-02,9.5532e-01,4.4680e-02,1939,2234,9.6880e-02,1.6324e-05,9.9999e-01,1.6324e+00,4.4680e-02,1.3771e-05,1.8540e-05,1.0572e-01,3.4064e-01,4.8770e-01,-5.1121e-01,9.9891e-01,true,0.0000e+00,true,1e-05,50000,2028041232
9.3260e-02,beam,1.0000e-01,256,beam_tau_032_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_9_3260e_02_si_beam_ms_256_tc_thermal_kn_seed_2028041233_eb_256_mb_180,50000,4507,9.0140e-02,9.5262e-01,4.7380e-02,2138,2369,1.0484e-01,1.6420e-05,9.9999e-01,1.6420e+00,4.7380e-02,1.3830e-05,1.8757e-05,9.8690e-02,3.2377e-01,4.8676e-01,-5.0274e-01,9.8951e-01,true,0.0000e+00,true,1e-05,50000,2028041233
1.0000e-01,beam,1.0000e-01,256,beam_tau_033_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_1_0000e_01_si_beam_ms_256_tc_thermal_kn_seed_2028041234_eb_256_mb_180,50000,4794,9.5880e-02,9.4852e-01,5.1480e-02,2220,2574,1.1200e-01,1.6649e-05,9.9999e-01,1.6649e+00,5.1480e-02,1.3644e-05,1.9241e-05,1.0541e-01,3.4460e-01,4.8593e-01,-4.8811e-01,9.7404e-01,true,0.0000e+00,true,1e-05,50000,2028041234
1.0723e-01,beam,1.0000e-01,256,beam_tau_034_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_1_0723e_01_si_beam_ms_256_tc_thermal_kn_seed_2028041235_eb_256_mb_180,50000,5135,1.0270e-01,9.4524e-01,5.4760e-02,2397,2738,1.2194e-01,1.6587e-05,9.9999e-01,1.6587e+00,5.4760e-02,1.3933e-05,1.8910e-05,1.0722e-01,3.2579e-01,4.7273e-01,-5.0398e-01,9.7671e-01,true,0.0000e+00,true,1e-05,50000,2028041235
1.1498e-01,beam,1.0000e-01,256,beam_tau_035_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_1_1498e_01_si_beam_ms_256_tc_thermal_kn_seed_2028041236_eb_256_mb_180,50000,5417,1.0834e-01,9.4194e-01,5.8060e-02,2514,2903,1.2994e-01,1.6762e-05,9.9999e-01,1.6762e+00,5.8060e-02,1.4438e-05,1.8775e-05,1.1655e-01,3.3793e-01,4.6309e-01,-4.9553e-01,9.5862e-01,true,0.0000e+00,true,1e-05,50000,2028041236
1.2328e-01,beam,1.0000e-01,256,beam_tau_036_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_1_2328e_01_si_beam_ms_256_tc_thermal_kn_seed_2028041237_eb_256_mb_180,50000,5781,1.1562e-01,9.3990e-01,6.0100e-02,2776,3005,1.4022e-01,1.6745e-05,9.9999e-01,1.6745e+00,6.0100e-02,1.4201e-05,1.9095e-05,1.0915e-01,3.3577e-01,4.7858e-01,-4.9354e-01,9.7212e-01,true,0.0000e+00,true,1e-05,50000,2028041237
1.3219e-01,beam,1.0000e-01,256,beam_tau_037_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_1_3219e_01_si_beam_ms_256_tc_thermal_kn_seed_2028041238_eb_256_mb_180,50000,6264,1.2528e-01,9.3504e-01,6.4960e-02,3016,3248,1.5472e-01,1.7108e-05,9.9999e-01,1.7108e+00,6.4960e-02,1.4902e-05,1.9157e-05,1.2434e-01,3.3005e-01,4.6595e-01,-4.8438e-01,9.5032e-01,true,0.0000e+00,true,1e-05,50000,2028041238
1.4175e-01,beam,1.0000e-01,256,beam_tau_038_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_1_4175e_01_si_beam_ms_256_tc_thermal_kn_seed_2028041239_eb_256_mb_180,50000,6623,1.3246e-01,9.2984e-01,7.0160e-02,3115,3508,1.6344e-01,1.7135e-05,9.9999e-01,1.7135e+00,7.0160e-02,1.4922e-05,1.9100e-05,1.2135e-01,3.3039e-01,4.6363e-01,-4.8458e-01,9.4821e-01,true,0.0000e+00,true,1e-05,50000,2028041239
1.5199e-01,beam,1.0000e-01,256,beam_tau_039_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_1_5199e_01_si_beam_ms_256_tc_thermal_kn_seed_2028041240_eb_256_mb_180,50000,7055,1.4110e-01,9.2472e-01,7.5280e-02,3291,3764,1.7594e-01,1.7476e-05,9.9999e-01,1.7476e+00,7.5280e-02,1.5401e-05,1.9289e-05,1.2884e-01,3.3581e-01,4.7218e-01,-4.8536e-01,9.5753e-01,true,0.0000e+00,true,1e-05,50000,2028041240
1.6298e-01,beam,1.0000e-01,256,beam_tau_040_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_1_6298e_01_si_beam_ms_256_tc_thermal_kn_seed_2028041241_eb_256_mb_180,50000,7462,1.4924e-01,9.2192e-01,7.8080e-02,3558,3904,1.9060e-01,1.7374e-05,9.9999e-01,1.7374e+00,7.8080e-02,1.4967e-05,1.9568e-05,1.2760e-01,3.3735e-01,4.5029e-01,-4.7470e-01,9.2499e-01,true,0.0000e+00,true,1e-05,50000,2028041241
1.7475e-01,beam,1.0000e-01,256,beam_tau_041_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_1_7475e_01_si_beam_ms_256_tc_thermal_kn_seed_2028041242_eb_256_mb_180,50000,8043,1.6086e-01,9.1538e-01,8.4620e-02,3812,4231,2.0892e-01,1.8191e-05,9.9998e-01,1.8191e+00,8.4620e-02,1.6107e-05,2.0069e-05,1.3956e-01,3.4744e-01,4.3271e-01,-4.7619e-01,9.0890e-01,true,0.0000e+00,true,1e-05,50000,2028041242
1.8738e-01,beam,1.0000e-01,256,beam_tau_042_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_1_8738e_01_si_beam_ms_256_tc_thermal_kn_seed_2028041243_eb_256_mb_180,50000,8574,1.7148e-01,9.0878e-01,9.1220e-02,4013,4561,2.2468e-01,1.8070e-05,9.9999e-01,1.8070e+00,9.1220e-02,1.6091e-05,1.9810e-05,1.3880e-01,3.6067e-01,4.4767e-01,-4.6689e-01,9.1456e-01,true,0.0000e+00,true,1e-05,50000,2028041243
2.0092e-01,beam,1.0000e-01,256,beam_tau_043_mode_production_slab_thermal_case_gm_slab_em_thermal_pe_1_0000e_05_ge_1_0000e_01_kte_1_0000e_01_sh_1_0000e_00_st_2_0092e_01_si_beam_ms_256_tc_thermal_kn_seed_2028041244_eb_256_mb_180,50000,9114,1.8228e-01,9.0530e-01,9.4700e-02,4379,4735,2.4278e-01,1.8335e-05,9.9998e-01,1.8335e+00,9.4700e-02,1.6216e-05,2.0296e-05,1.5003e-01,3.4931e-01,4.3908e-01,-4.6310e-01,9.0218e-01,true,0.0000e+00,true,1e-05,50000,2028041244
