theta,kTe_keV,eta_fixed,eta_reflect,tau_T_fixed,tau_T_reflect,tau_ratio_reflect_to_fixed,l_diss_fixed,l_diss_reflect,ldiss_ratio_reflect_to_fixed,effective_albedo_reflect,albedo_fixed,A_required_fixed,A_required_reflect,reflected_flux_model_observer,reflected_flux_model_hemisphere,downward_flux_model,observed_total_up_flux_reflect_model,energy_log_residual_fixed,energy_log_residual_reflect,root_method_fixed,root_method_reflect
0.4874659497103171,249.09510030197205,0.5534989794758756,0.5588227555700119,0.08529462922921953,0.07693741689293376,0.9020194775238811,1.3637587154849855,1.4954555582085582,1.0965690200386644,0.04906796335292376,0.2,2.25836008077858,1.8818128880503664,3.691386373004797e-06,3.277926989489195e-06,6.680381180511901e-05,5.643140333874103e-05,9.416318055718579e-06,-0.0002450369230045557,continuation,continuation
0.5279795993910421,269.79757528882254,0.5545607674376192,0.5598872329349447,0.07528257837395037,0.0679956630435215,0.9032058214819284,0.9806305711050611,1.0624514332052968,1.0834369889244149,0.051395583054018604,0.2,2.2540361190274942,1.8828438019979254,3.876707623185512e-06,3.4417248431881337e-06,6.696538182222307e-05,5.651644962418065e-05,-0.00035743801282015094,-0.0002801072831746862,continuation,continuation
0.5718603679678215,292.2206480315568,0.5556175934453502,0.5609525373476314,0.06642393211169241,0.06005365139859008,0.9040966032786097,0.712290326246447,0.7630559816592009,1.0712710162445607,0.05357667621768298,0.2,2.24974877460022,1.8835989888666786,4.05341980701876e-06,3.5979111998961464e-06,6.715443088103804e-05,5.661398513326474e-05,2.807302542601585e-05,0.00023708908376722084,continuation,continuation
0.6193880991414692,316.50731866129075,0.5566957209150586,0.5620519984860565,0.05854995527587759,0.052969614416706015,0.9046909458277476,0.5213133918595975,0.553148665744935,1.0610674392456652,0.05560362247154919,0.2,2.245391787717238,1.8839492131964615,4.2165148834790065e-06,3.742074126715812e-06,6.72991067916578e-05,5.665562977404047e-05,0.0001436668452872682,0.0002451603521824283,continuation,continuation
0.6708658946263434,342.8124721540615,0.557796169344198,0.563202175504596,0.05157546449448286,0.04665985575501911,0.9046909458277476,0.3851379687349156,0.4055080895539702,1.0528904508843038,0.0575105215463903,0.2,2.2409619654965134,1.883905723987462,4.367108232510137e-06,3.875371414298914e-06,6.738543331019669e-05,5.662864405879328e-05,0.00027139845546972927,-0.0004941462534490388,continuation,continuation
0.7266220471407692,371.3038660889331,0.5589340003326049,0.5643456310970945,0.045401930751269484,0.04110171771219358,0.9052856790907363,0.2876346658867321,0.3002006391179924,1.0436872697264128,0.05941649447538975,0.2,2.2364000029630735,1.8838983867132033,4.522667192061215e-06,4.0134101535522675e-06,6.754707070802735e-05,5.6666557104593756e-05,0.00024241875457653344,-0.0001226417289665262,continuation,continuation
0.7870121340497037,402.1632004993986,0.560103766134758,0.5655175980752949,0.03994110627232063,0.03618188143563612,0.9058808033244271,0.21664918374583958,0.22440242650672237,1.0357870850322632,0.06133270145292646,0.2,2.2317293251323305,1.883832078018003,4.68000014602615e-06,4.15334656329565e-06,6.771830467117759e-05,5.670740259634711e-05,0.0002524705539608193,0.0003698507051582528,continuation,continuation
0.852421285011566,435.58727664091026,0.5613288634357192,0.5667747224228177,0.03511401181695331,0.03180910923268509,0.905880803324427,0.16492352746843728,0.1698224449638949,1.0297041760545365,0.06323404396449238,0.2,2.226858587582935,1.88346878889564,4.831511800387042e-06,4.288456262266333e-06,6.781878863661506e-05,5.667012133902406e-05,0.00010763249583729435,-0.00017502761816140213,continuation,continuation
0.9232666380908421,471.78925206442034,0.5626209258206981,0.5680652014105855,0.03085001687828525,0.027964809734309024,0.9064763187858392,0.12671730645959417,0.12974512348373254,1.0238942659746626,0.06515357455596757,0.2,2.2217445932652047,1.8830486573566643,4.989304697583598e-06,4.429242479468378e-06,6.798157291682615e-05,5.667986228271107e-05,-0.000161169879654411,0.00017117323633838145,continuation,continuation
1.0,511.0,0.5639621865560557,0.5694501938979838,0.027103811047047188,0.02455282212445259,0.9058808033244271,0.09797454309526048,0.09967939911112261,1.017401010119583,0.06696129086810126,0.2,2.2164606595938054,1.8821082269689589,5.134996373907988e-06,4.5593747142581e-06,6.8089707578055e-05,5.661625094088157e-05,0.0004553777956090619,-0.00017501991399616827,continuation,continuation
