model,d_ratio,theta,kTe_keV,tau_T,l_diss_local,eta,p_sc,A_model,A_required,l_s_over_l_diss,l_c_over_l_diss,intrinsic_seed_over_l_diss,reprocessed_seed_over_l_diss,pair_production_rate_unit_ldiss2,pair_annihilation_rate,energy_log_residual,root_method,max_scatter,last_scatter_order,last_difmax,exact_angles,max_tau_grid,max_frequency_grid,seed_bins
compPSc,0.25,0.020000000000000004,10.220000000000002,2.629978191362833,3.7438816570111485e+22,0.6161835508150756,0.9721601199193475,1.7428473078165063,1.7434054312055627,1.7781722859379125,3.1000752209233675,0.25,1.5281722859379125,2.0788758115962816e-11,2.913887435711194e+34,-0.00032018527376252243,global,2000,104,0.0029392243551784026,True,60,100,1200
compPSc,0.25,0.022110233502181487,11.29832931961474,2.447654592483786,2.996424770374145e+20,0.6104657199542335,0.9652679719420488,1.7515011288080635,1.7510234004153804,1.725944919578781,3.0221699420104873,0.25,1.475944919578781,2.8092884491161275e-07,2.522336884337473e+34,0.00027279089220347817,continuation,2000,96,0.00266429628842439,True,60,100,1200
compPSc,0.25,0.02444312127604943,12.49043497206126,2.2680732882389294,3.965674904588202e+18,0.6045848522590941,0.9567356411949878,1.7588060159538466,1.7583399582841548,1.671710363055283,2.9394351300378156,0.25,1.421710363055283,0.0013761365151875177,2.1641917486329213e+34,0.00026502037494792333,continuation,2000,87,0.0029940680633063427,True,60,100,1200
compPSc,0.25,0.027022155946779643,13.808321688804398,2.0940554479822993,8.106441078613019e+16,0.5986505410850449,0.9463720773521084,1.7653424341128765,1.765065877906452,1.6163038695800336,2.8528828085238778,0.25,1.3663038695800336,2.804848212383082,1.8431888079547997e+34,0.00015667094712451895,continuation,2000,80,0.002816842434507076,True,60,100,1200
compPSc,0.25,0.029873308885782997,15.265260840635111,1.9277849383016474,2438416856473786.0,0.5927778886289168,0.9340328588521203,1.7716341726593978,1.7709114723936255,1.5606051409714996,2.7636935480229,0.25,1.3106051409714996,2624.3782751507338,1.560422981124463e+34,0.0004080118356738387,continuation,2000,73,0.00292486728735417,True,60,100,1200
compPSc,0.25,0.03302529174737275,16.875924082907478,1.7682885271229778,104351677680467.89,0.5870561358458425,0.9193804350446622,1.7754489282692945,1.775543195886047,1.5048892837032593,2.671995928241149,0.25,1.2548892837032593,1204115.6720701973,1.3111943836921428e+34,-5.309367831790573e-05,continuation,2000,67,0.002818518501102963,True,60,100,1200
compPSc,0.25,0.03650984560060392,18.656531101908605,1.618460706387499,6022430427858.41,0.5815910313899298,0.9024780217020054,1.7788792564953975,1.7787628748893725,1.4502003631964853,2.579562567204992,0.25,1.2002003631964853,302372579.5810313,1.0966953151839098e+34,6.542625804866466e-05,continuation,2000,62,0.00245511148049775,True,60,100,1200
compPSc,0.25,0.040362060567897325,20.625012950195533,1.477034036053155,459851672925.457,0.5764440178960759,0.8830637626796998,1.779880843359209,1.7803119956506703,1.396649292354372,2.4864714888955084,0.25,1.146649292354372,43113280447.13149,9.116887813723241e+33,-0.00024220726969885852,continuation,2000,56,0.002957217104296715,True,60,100,1200
compPSc,0.25,0.04462072918927006,22.801192615717003,1.346010669780506,44102558825.55668,0.5716899553443123,0.8613921194395519,1.7808756265795604,1.7801311122978385,1.3451452212319397,2.3945348588737345,0.25,1.0951452212319397,3883793159772.3975,7.554116327605353e+33,0.00041814820760766535,continuation,2000,52,0.0024983035460077823,True,60,100,1200
compPSc,0.25,0.04932873707061831,25.206984643085956,1.2230545129200021,5280864102.198941,0.5673520292730326,0.8371240588605351,1.7786071403829213,1.778002959502574,1.295356048111791,2.3031468871523226,0.25,1.045356048111791,223046860409482.28,6.220225044366387e+33,0.00033975098151942427,continuation,2000,48,0.0022862623535422674,True,60,100,1200
compPSc,0.25,0.05453349474995434,27.866615817226666,1.1089133470709869,764563446.1469486,0.5634694940400461,0.8104776374553799,1.7743293010695316,1.7739276757172688,1.247774618424644,2.2134619286810304,0.25,0.997774618424644,8719303719142696.0,5.0969323189329806e+33,0.00022637895541687014,continuation,2000,44,0.002329610141084695,True,60,100,1200
compPSc,0.25,0.06028741513057389,30.80686913172326,1.0032378098202506,130993642.05946691,0.5600612409683329,0.7815662224899922,1.7679915329871951,1.7679050847460926,1.2025480118803746,2.1259907448546187,0.25,0.9525480118803745,2.4218684394871754e+17,4.1557650086914084e+33,4.889749360103497e-05,continuation,2000,40,0.0027020937032950763,True,60,100,1200
compPSc,0.25,0.06664844128899688,34.05735349867741,0.9056588938989918,25988616.46505776,0.5571376850060076,0.7505582662003696,1.7596949498373953,1.7599824600565008,1.159780892332924,2.041194028014623,0.25,0.9097808923329239,4.991359790449409e+18,3.3712052605821373e+33,-0.0001633730517102241,continuation,2000,37,0.0024828121465390713,True,60,100,1200
compPSc,0.25,0.07368062997280773,37.650801916104754,0.8157928709343775,5879790.163994004,0.5547017890476447,0.7176731508089778,1.7496763933289503,1.750250882489844,1.119539184399361,1.959474445476942,0.25,0.869539184399361,7.869256904516026e+19,2.720554175255487e+33,-0.00032828634470340266,continuation,2000,34,0.0025375721392061263,True,60,100,1200
compPSc,0.25,0.08145479666433054,41.62340109547291,0.7332458936543855,1493586.419974762,0.5527489204923037,0.6831751974181539,1.7383089013647544,1.7388424795353208,1.0818513254263338,1.8811690411928992,0.25,0.8318513254263337,9.789155099124485e+20,2.1837651051398395e+33,-0.0003069053465348821,continuation,2000,31,0.002943729301572376,True,60,100,1200
compPSc,0.25,0.0900492287060531,46.01515586879314,0.6576182507758211,419210.33798034873,0.5512666398533941,0.6473662179013564,1.726090453144132,1.7259265860639694,1.0467109402082142,1.8065462396293708,0.25,0.7967109402082142,9.91967048596996e+21,1.7432561821900015e+33,9.493990233788943e-05,continuation,2000,29,0.002387010612532549,True,60,100,1200
compPSc,0.25,0.09955047366910884,50.87029204491462,0.5880813249137835,129394.1233458605,0.5502440558953767,0.610336415394135,1.7119064325648625,1.711580094253786,1.0139084655595183,1.735385547047072,0.25,0.7639084655595184,8.252504582574643e+22,1.381703568638623e+33,0.0001906467628884503,continuation,2000,27,0.002086545011988397,True,60,100,1200
compPSc,0.25,0.11005421090383831,56.23770177186138,0.5243728907305539,43428.37391661074,0.5496602028444366,0.5724412369562177,1.6963418509699502,1.6960200454264265,0.9834302921984157,1.667917488848081,0.25,0.7334302921984157,5.764120836744251e+23,1.0871268283198851e+33,0.00018972359336482802,continuation,2000,25,0.0020035085019217227,True,60,100,1200
compPSc,0.25,0.12166621504910963,62.171435890095026,0.4662108610198685,15698.578245515197,0.5494851106283449,0.5340589425915234,1.6800286689626462,1.6794920423967408,0.9552364601001904,1.6043120333455017,0.25,0.7052364601001904,3.444618732200837e+24,8.489102998361761e+32,0.00031946614804597643,continuation,2000,23,0.0021529259345423775,True,60,100,1200
compPSc,0.25,0.134503421203122,68.73124823479534,0.41299869838997855,6087.5502889506515,0.5496972310968813,0.4953502747734231,1.661859186688479,1.6621296344937013,0.9291416032648425,1.5443537934274842,0.25,0.6791416032648425,1.7723124754546398e+25,6.567883161763572e+32,-0.00016272485881754897,continuation,2000,21,0.002625363944648939,True,60,100,1200
compPSc,0.25,0.14869510248216478,75.9831973683862,0.3647995480093938,2499.2699651719995,0.5502371605707417,0.45694767202556585,1.6441806425690257,1.644343138172518,0.905216449313661,1.4884864569898093,0.25,0.655216449313661,8.069809347429678e+25,5.04068565128525e+32,-9.882586501344355e-05,continuation,2000,20,0.0016891381231855566,True,60,100,1200
compPSc,0.25,0.1643841718255734,84.00031180286801,0.321058402767439,1088.2314003605459,0.5510753169545631,0.41901889418704774,1.6257368259588934,1.626278240859036,0.8832718690583673,1.4364458214125142,0.25,0.6332718690583673,3.234914430460814e+26,3.830939588143967e+32,-0.0003329719537090611,continuation,2000,18,0.0026658288138349958,True,60,100,1200
compPSc,0.25,0.18172862115630756,92.86332541087317,0.2817429791418219,496.4452352960826,0.55213780204837,0.3821470828902406,1.6087376050570485,1.608339023462677,0.8633187494724536,1.3885092344635457,0.25,0.6133187494724536,1.1712127632183751e+27,2.8865460486998782e+32,0.0002477911734382543,continuation,2000,17,0.0020096097184607053,True,60,100,1200
compPSc,0.25,0.2009031123897719,102.66149043117345,0.24616773683415494,238.35621788827117,0.5534228647557067,0.34627309469986434,1.589868357189896,1.59051146086773,0.8451094469189278,1.3441562610121431,0.25,0.5951094469189278,3.783270321543114e+27,2.149415343939351e+32,-0.000404419423710272,continuation,2000,16,0.001598270514944149,True,60,100,1200
compPSc,0.25,0.22210073631264324,113.4934762557607,0.214461073656146,119.24006444038314,0.5548362505849798,0.3120875933743479,1.5727669320276172,1.5732696961198545,0.8287081679777568,1.303781447606407,0.25,0.5787081679777568,1.1153660105617314e+28,1.5858489167832524e+32,-0.0003196174462935803,continuation,2000,15,0.0013697132241234262,True,60,100,1200
compPSc,0.25,0.245534957043949,125.46836304945795,0.18629668681268877,61.99213194356862,0.5563362885461344,0.27980256165322637,1.5573329444398754,1.556776841908392,0.8139959379962096,1.2672100256799985,0.25,0.5639959379962096,3.015789019578474e+28,1.1589750856580326e+32,0.0003571502455260154,continuation,2000,14,0.001283735244531513,True,60,100,1200
compPSc,0.25,0.2714417616594907,138.70674020799976,0.16124487772716237,33.50386217073657,0.5579241323297996,0.249424813803659,1.5414923229268782,1.5410284611408114,0.8008240765789826,1.234092694375021,0.25,0.5508240765789826,7.461259346222027e+28,8.37532912864535e+31,0.0003009626354935491,continuation,2000,13,0.0013315513942551607,True,60,100,1200
compPSc,0.25,0.3000820366267416,153.34192071626498,0.1391573134599695,18.72981276481383,0.559553218895932,0.22122263304476264,1.5266023094683603,1.5262139666625494,0.7891373045892511,1.2043923758785535,0.25,0.5391373045892511,1.7080100526549335e+29,5.991799801686337e+31,0.00025441610157924207,continuation,2000,12,0.0015565380047975678,True,60,100,1200
compPSc,0.25,0.3317441949813717,169.52128363548096,0.11974722466697357,10.809526710706011,0.5612164735282689,0.19523794827733398,1.5121295035676967,1.5123541333832837,0.7788318312611708,1.1778695392183038,0.25,0.5288318312611708,3.630935489221722e+29,4.242598078352092e+31,-0.00014854093654580858,continuation,2000,11,0.0020799289962934757,True,60,100,1200
compPSc,0.25,0.36674708070156736,187.40775823850095,0.10282041728485722,6.403939549612424,0.5628779382608569,0.17157341697009265,1.4993354019389025,1.499544116660344,0.7698187700092866,1.1543772074621281,0.25,0.5198187700092866,7.258814437615346e+29,2.9768718670483185e+31,-0.00013919513637286615,continuation,2000,11,0.0006175739426524306,True,60,100,1200
compPSc,0.25,0.4054431795277526,207.1814647386816,0.08809428839099429,3.8973594292547284,0.5645458381206279,0.15015223958270552,1.48754284221568,1.4877267273861365,0.7619905594648239,1.1336337213317336,0.25,0.5119905594648239,1.3624490793913275e+30,2.0694798380561914e+31,-0.00012360908239671657,continuation,2000,10,0.0010318763850089647,True,60,100,1200
compPSc,0.25,0.4482221685612749,229.04152813481147,0.07531311762598737,2.4291261494662293,0.5662283373135883,0.13087277401085606,1.476213881320749,1.476836061030058,0.7552439803666162,1.115371545081296,0.25,0.5052439803666162,2.415299886417746e+30,1.4251848573745264e+31,-0.00042138110134358123,continuation,2000,9,0.002061521714041273,True,60,100,1200
compPSc,0.25,0.49551484038719684,253.2080834378576,0.06429292081430932,1.5407742243484552,0.5678937135344309,0.11368985186327141,1.4667008454331023,1.4668975190824483,0.7494757497824978,1.0994041179684035,0.25,0.49947574978249776,4.101067557577643e+30,9.735873728608587e+30,-0.00013408355555380693,continuation,2000,9,0.0006441517566614595,True,60,100,1200
compPSc,0.25,0.5477974412378552,279.92449247254405,0.054805651233039286,0.9954241043370979,0.5695605633430089,0.09844565351697132,1.4583543399829246,1.4578058331776262,0.7445949168576727,1.0854748131495249,0.25,0.4945949168576726,6.657780770616664e+30,6.596989556391628e+30,0.00037618428289035107,continuation,2000,8,0.0017616592048720861,True,60,100,1200
compPSc,0.25,0.605596466883326,309.4597945773796,0.04661675227730119,0.6534997086448915,0.5712737296720575,0.08492426225464378,1.44919983588437,1.4493909629944843,0.7405195392084876,1.0733023280496217,0.25,0.4905195392084876,1.0367043556115363e+31,4.42736899914164e+30,-0.00013187588290501485,continuation,2000,8,0.0005591575891305869,True,60,100,1200
compPSc,0.25,0.6694939645443228,342.11141588214895,0.03962264948788253,0.43600542308284357,0.5729818026266175,0.07308884355726275,1.4421013199207862,1.4417166167350641,0.737162844422016,1.0627799220429055,0.25,0.487162844422016,1.5526086918888423e+31,2.9515204411405143e+30,0.0002668013005356762,continuation,2000,7,0.0021786160427038426,True,60,100,1200
compPSc,0.25,0.7401333942188094,378.20816444581163,0.03362905533602546,0.29557798607190333,0.5747289796645487,0.06272166090951758,1.4352944115719022,1.4346157910254016,0.7344564394668752,1.0536628058794713,0.25,0.4844564394668752,2.2340800346391774e+31,1.951834089635863e+30,0.0004729211098900318,continuation,2000,7,0.0007345590803323215,True,60,100,1200
