f_corona,g_feedback,kTe_keV,tau_T
1.0,0.3,102.39931129857108,0.5176208386582926
1.0,0.3,104.1274803896079,0.5069198475336743
1.0,0.3,105.88481538390441,0.4963761494332745
1.0,0.3,107.67180850755013,0.4852030634251414
1.0,0.3,109.48896029381763,0.4745989806592121
1.0,0.3,111.3367797233627,0.4645250582070182
1.0,0.3,113.215784366787,0.4543873198965603
1.0,0.3,115.12650052961035,0.44441808082613277
1.0,0.3,117.06946339968653,0.43489832277541496
1.0,0.3,119.04521719710894,0.42580139547146717
1.0,0.3,121.05431532664555,0.4171034242226474
1.0,0.3,123.09732053274638,0.4081712854787341
1.0,0.3,125.1748050571672,0.39856504491343037
1.0,0.3,127.28735079925328,0.3893206890801969
1.0,0.3,129.43554947892824,0.38050885949484575
1.0,0.3,131.62000280243362,0.37210239526532973
1.0,0.3,133.84132263086607,0.3640769247936534
1.0,0.3,136.10013115155726,0.35635267072437316
1.0,0.3,138.3970610523491,0.34843004667829663
1.0,0.3,140.7327556988063,0.34059570609543893
1.0,0.3,143.10786931442402,0.3324952065714951
1.0,0.3,145.5230671638723,0.3247777533009422
1.0,0.3,147.97902573933771,0.3174194388734821
1.0,0.3,150.47643295000518,0.310234581182694
1.0,0.3,153.01598831474215,0.3030246624358839
1.0,0.3,155.5984031580309,0.2961167565645647
1.0,0.3,158.22440080920973,0.2894945421941435
1.0,0.3,160.89471680507614,0.2830256431348276
1.0,0.3,163.61009909590916,0.2763235774413385
1.0,0.3,166.3713082549687,0.2696999095142462
1.0,0.3,169.17911769153073,0.263179938714656
1.0,0.3,172.03431386751757,0.2569396573466497
1.0,0.3,174.9376965177843,0.25096328222899944
1.0,0.3,177.8900788741238,0.24523646843448058
1.0,0.3,180.89228789304923,0.23974598535875802
1.0,0.3,183.94516448742593,0.23409394670170267
1.0,0.3,187.04956376200633,0.22823996416621423
1.0,0.3,190.20635525294608,0.22264034417131026
1.0,0.3,193.41642317135654,0.2172808414633573
1.0,0.3,196.6806666509734,0.21214810503833803
1.0,0.3,200.0,0.20722981720703684
1.0,1.0,10.0,2.480453630223676
1.0,1.0,10.168767647860228,2.4505656190472362
1.0,1.0,10.340383547616884,2.422259843841861
1.0,1.0,10.514895768547275,2.3954148606068153
1.0,1.0,10.692353191182594,2.3699213217603083
1.0,1.0,10.872805520999258,2.345680513390677
1.0,1.0,11.056303302341332,2.3217323523942106
1.0,1.0,11.242897932577874,2.2961747591754516
1.0,1.0,11.432641676499253,2.2720624708845922
1.0,1.0,11.625587680956412,2.2492768336796805
1.0,1.0,11.821789989747199,2.2256915764343903
1.0,1.0,12.021303558753923,2.1976317709970044
1.0,1.0,12.22418427133639,2.168760016072229
1.0,1.0,12.43048895398473,2.1389240939024154
1.0,1.0,12.640275392236385,2.1106161494241658
1.0,1.0,12.853602346861711,2.083723911300308
1.0,1.0,13.070529570322767,2.0581444766226804
1.0,1.0,13.29111782350986,2.033785209492785
1.0,1.0,13.515428892760552,2.0079028247961537
1.0,1.0,13.74352560716589,1.982202064108312
1.0,1.0,13.975471856168708,1.9579074870346196
1.0,1.0,14.21133260745895,1.9349082061028295
1.0,1.0,14.451173925170965,1.9131046801731912
1.0,1.0,14.695062988387981,1.892407312117131
1.0,1.0,14.943068109958794,1.8697439294385296
1.0,1.0,15.195258755632087,1.8470604685890069
1.0,1.0,15.451705563513645,1.8205225895283828
1.0,1.0,15.712480363851945,1.7952698847336077
1.0,1.0,15.977656199157677,1.7712175325102526
1.0,1.0,16.247307344662794,1.747774769540619
1.0,1.0,16.521509329124886,1.722194289662828
1.0,1.0,16.80033895598261,1.6980096206171917
1.0,1.0,17.083874324868184,1.675110789587534
1.0,1.0,17.37219485348296,1.6533998362838653
1.0,1.0,17.66538129984215,1.6327884826943462
1.0,1.0,17.96351578489499,1.6120039470099283
1.0,1.0,18.26668181552667,1.5902751096332453
1.0,1.0,18.574964307948434,1.5698001636991112
1.0,1.0,18.88844961148245,1.550475584656553
1.0,1.0,19.207225532748076,1.5314477839262857
1.0,1.0,19.531381360256354,1.5096896998960185
1.0,1.0,19.861007889419515,1.4868515171551422
1.0,1.0,20.19619744798259,1.4637601949453858
1.0,1.0,20.537043921884266,1.4418980378090076
1.0,1.0,20.883642781554126,1.4211735575326316
1.0,1.0,21.236091108653728,1.401500825552567
1.0,1.0,21.59448762326903,1.382803974873073
1.0,1.0,21.958932711561623,1.362556461739216
1.0,1.0,22.32952845388675,1.3428883798211222
1.0,1.0,22.7063786533858,1.324327187452877
1.0,1.0,23.089588865061362,1.306784353591483
1.0,1.0,23.479266425342974,1.2901805647104778
1.0,1.0,23.875520482151853,1.2743569683237543
1.0,1.0,24.278462025473,1.2532201106389294
1.0,1.0,24.688203918443293,1.232899232866485
1.0,1.0,25.104860928964218,1.2136437060557996
1.0,1.0,25.52854976184816,1.1953721831666166
1.0,1.0,25.959389091507152,1.1780142852884228
1.0,1.0,26.397499595193363,1.160773177567107
1.0,1.0,26.843003986800575,1.142422526056085
1.0,1.0,27.29602705123608,1.1251109207858818
1.0,1.0,27.756695679372694,1.1087551333256966
1.0,1.0,28.225138903590686,1.0932798437307814
1.0,1.0,28.701487933919406,1.0786183678070846
1.0,1.0,29.18587619478904,1.063558396597137
1.0,1.0,29.678439362402475,1.0466834042075472
1.0,1.0,30.179315402737984,1.0291183636255097
1.0,1.0,30.688644610193187,1.0124641312511453
1.0,1.0,31.206569646881267,0.9966527275148438
1.0,1.0,31.73323558259032,0.9816267610901724
1.0,1.0,32.268789935417146,0.9655978804725602
1.0,1.0,32.81338271308677,0.9497764833156661
1.0,1.0,33.36716645496928,0.9348363077515703
1.0,1.0,33.93029627480585,0.9207084502206383
1.0,1.0,34.50292990415581,0.9073320453288382
1.0,1.0,35.08522773657688,0.8946501476205801
1.0,1.0,35.67735287255113,0.8806973723023591
1.0,1.0,36.2794711651691,0.8659711374167395
1.0,1.0,36.891751266584954,0.8509993494748114
1.0,1.0,37.51436467525557,0.8368010703423576
1.0,1.0,38.14748578397694,0.823319195542441
1.0,1.0,38.79129192873127,0.8101532079111102
1.0,1.0,39.44596343835841,0.795918196904752
1.0,1.0,40.11168368506564,0.7824871080877431
1.0,1.0,40.78863913578985,0.7697950213712418
1.0,1.0,41.47701940442654,0.7577869986400616
1.0,1.0,42.17701730494035,0.7464103927758803
1.0,1.0,42.888828905371845,0.7349125509100481
1.0,1.0,43.61265358275578,0.7225258128491715
1.0,1.0,44.348694078966226,0.7092275111079648
1.0,1.0,45.09715655750422,0.6966320618994426
1.0,1.0,45.858250661243666,0.6846887423410107
1.0,1.0,46.632189571151955,0.673348723893554
1.0,1.0,47.419190066001484,0.6614635442830703
1.0,1.0,48.21947258308911,0.6495586974470926
1.0,1.0,49.033261279979975,0.6383187830482924
1.0,1.0,49.8607840972938,0.6276928223373176
1.0,1.0,50.70227282255049,0.6176341640434309
